Date,Price,Status,Build Year,URL,Adresse,Kort adresse,Kvdm,Latitude,Longitude,Kommune,Type,Værelser,Badeværelser,Toiletter,KælderAreal,Distance_to_rådhus,Nearest_Metro_Distance,Nearest_Tog_Distance,Price_per_kvdm,Price_million,Natural_log_Price,Natural_log_Price_per_kvdm,København,Albertslund,Ballerup,Brøndby,Frederiksberg,Furesø,Gentofte,Gladsaxe,Glostrup,Greve,Herlev,Hvidovre,Ishøj,Lyngby-Taarbak,Rudersdal,Rødovre,Tarnby,Vallensbak,Ejerlejlighed,Villa,Rækkehus,Year,2015,2016,2017,2018,2019,2020,2021,2022,2023,D_metro_1-2,D_metro_2-3,D_metro_3_plus,D_Tog_1-3,D_Tog_3-6,D_Tog_6_plus,D_Radhus_1-5,D_Radhus_5-10,D_Radhus_10_plus,After corona lockdown,ejendom_alder,ln_ejendom_alder,ln_KælderAreal,Værelser_squared,Toiletter_squared,Badeværelser_squared,ln_Distance_to_rådhus,D_metro_0-1,D_Tog_0-1,D_Radhus_0-1
2021-04-09,4375000,"Solgt, Fri handel",1937,https://www.boligsiden.dk/adresse/humlehaven-28c-2500-valby-01013084_28c_______,Humlehaven 28C 2500 Valby,Humlehaven 28C 2500,76.0,55.6505917,12.4917269,København,Villa,3.0,2.0,2.0,68.0,5.617032659935508,3.6964207220153042,1.1241260069413095,57565.78947368421,4.375,15.291417077773852,10.960683737487521,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,2021,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,86,4.465908118654584,4.23410650459726,9.0,4.0,4.0,1.8896470307794928,0,0,0
2015-10-20,3580000,"Solgt, Fri handel",1928,https://www.boligsiden.dk/adresse/hilleroedgade-93-2400-koebenhavn-nv-01012888__93_______,Hillerødgade 93 2400 København NV,Hillerødgade 93 2400,140.0,55.6964154,12.5237555,København,Villa,6.0,1.0,1.0,80.0,3.636357077333445,1.3085971801392138,0.8362791959202038,25571.428571428572,3.58,15.090873358376884,10.149230935767578,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,2015,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,95,4.564348191467836,4.394449154672439,36.0,1.0,1.0,1.533928945232168,0,1,0
2015-05-27,3770000,"Solgt, Fri handel",1999,https://www.boligsiden.dk/adresse/oxford-alle-74-2300-koebenhavn-s-01015384__74_______,Oxford Allé 74 2300 København S,Oxford Allé 74 2300,128.0,55.6448263,12.6066998,København,Villa,3.0,2.0,2.0,73.0,4.194467115047617,1.316606641160525,3.731596243196358,29453.125,3.77,15.142585559424193,10.290555295504577,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,2015,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,24,3.2188758248682006,4.30406509320417,9.0,4.0,4.0,1.6475940427831464,0,0,0
2015-04-21,3500000,"Solgt, Fri handel",1935,https://www.boligsiden.dk/adresse/toennesvej-5-2300-koebenhavn-s-01017784___5_______,Tønnesvej 5 2300 København S,Tønnesvej 5 2300,100.0,55.64600910000001,12.6190299,København,Villa,4.0,1.0,2.0,70.0,4.576415788230047,1.2164846134070997,4.301579804859457,35000.0,3.5,15.068273526459642,10.46310334047155,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,2015,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,88,4.48863636973214,4.2626798770413155,16.0,4.0,1.0,1.7185462381513144,0,0,0
2017-10-19,3800000,"Solgt, Fri handel",1925,https://www.boligsiden.dk/adresse/rosenholms-alle-11-2500-valby-01015936__11_______,Rosenholms Allé 11 2500 Valby,Rosenholms Allé 11 2500,116.0,55.6597288,12.4820566,København,Villa,6.0,1.0,2.0,62.0,5.751982480164803,3.102450297214362,0.7011722331445921,32758.620689655174,3.8,15.150511624696614,10.396921433590249,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,2017,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,98,4.59511985013459,4.143134726391533,36.0,4.0,1.0,1.9098361625279678,0,1,0
2017-07-14,3650000,"Solgt, Fri handel",1963,https://www.boligsiden.dk/adresse/annebergvej-19-2700-broenshoej-01010172__19_______,Annebergvej 19 2700 Brønshøj,Annebergvej 19 2700,118.0,55.6976025,12.5007307,København,Villa,4.0,2.0,2.0,130.0,4.911968308374589,1.3108134793115092,1.2146979608342034,30932.20338983051,3.65,15.110237725558674,10.33955310109301,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,2017,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,60,4.110873864173311,4.875197323201151,16.0,4.0,4.0,1.7769788230724308,0,0,0
2022-07-15,6900000,"Solgt, Fri handel",1933,https://www.boligsiden.dk/adresse/graekenlandsvej-150-2300-koebenhavn-s-01012312_150_______,Grækenlandsvej 150 2300 København S,Grækenlandsvej 150 2300,95.0,55.6428628,12.6210416,København,Villa,4.0,2.0,2.0,91.0,4.9201813295868,1.1180156018996803,4.592331320589223,72631.57894736843,6.9,15.747031969567487,11.193155077966948,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,2022,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,90,4.51085950651685,4.5217885770490405,16.0,4.0,4.0,1.7783670784245957,0,0,0
2015-10-07,4550000,"Solgt, Fri handel",1933,https://www.boligsiden.dk/adresse/graekenlandsvej-150-2300-koebenhavn-s-01012312_150_______,Grækenlandsvej 150 2300 København S,Grækenlandsvej 150 2300,95.0,55.6428628,12.6210416,København,Villa,4.0,2.0,2.0,91.0,4.9201813295868,1.1180156018996803,4.592331320589223,47894.73684210526,4.55,15.330637790927133,10.776760899326593,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,2015,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,90,4.51085950651685,4.5217885770490405,16.0,4.0,4.0,1.7783670784245957,0,0,0
2017-10-25,4900000,"Solgt, Fri handel",1927,https://www.boligsiden.dk/adresse/apollovej-7-2720-vanloese-01010196___7_______,Apollovej 7 2720 Vanløse,Apollovej 7 2720,136.0,55.6877065,12.4992378,København,Villa,5.0,1.0,2.0,75.0,4.568724803253475,0.20899108490471205,0.21867012831800794,36029.41176470588,4.9,15.404745763080856,10.492090877344802,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,96,4.574710978503383,4.330733340286331,25.0,4.0,1.0,1.7171660875584587,1,1,0
2019-08-18,6280000,"Solgt, Fri handel",1914,https://www.boligsiden.dk/adresse/steenbergsvej-28-2500-valby-01016836__28_______,Steenbergsvej 28 2500 Valby,Steenbergsvej 28 2500,183.0,55.6630756,12.5038584,København,Villa,7.0,1.0,2.0,50.0,4.337636752501288,2.232966747614674,0.44513942062712236,34316.93989071038,6.28,15.652880538444382,10.44339438560296,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,2019,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,109,4.700480365792417,3.9318256327243257,49.0,4.0,1.0,1.6747829993040533,0,1,0
2016-03-11,3950000,"Solgt, Fri handel",1924,https://www.boligsiden.dk/adresse/kornerupvej-5-2700-broenshoej-01013908___5_______,Kornerupvej 5 2700 Brønshøj,Kornerupvej 5 2700,124.0,55.7120714,12.4655664,København,Villa,4.0,1.0,2.0,50.0,7.627185073547083,2.513471166914946,0.3112857384101493,31854.83870967742,3.95,15.189226136877304,10.368944571272268,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,2016,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,99,4.605170185988092,3.9318256327243257,16.0,4.0,1.0,2.1549182726923246,0,1,0
2020-09-17,6000000,"Solgt, Fri handel",1967,https://www.boligsiden.dk/adresse/volosvej-6-2300-koebenhavn-s-01018444___6_______,Volosvej 6 2300 København S,Volosvej 6 2300,124.0,55.64768369999999,12.6194427,København,Villa,3.0,1.0,1.0,68.0,4.460690478575716,1.2187148660379656,4.234310686330447,48387.096774193546,6.0,15.60727002719233,10.786988461587292,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,2020,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,56,4.04305126783455,4.23410650459726,9.0,1.0,1.0,1.6975752430388642,0,0,0
2017-09-13,7695000,"Solgt, Fri handel",1903,https://www.boligsiden.dk/adresse/badensgade-44-2300-koebenhavn-s-01010300__44_______,Badensgade 44 2300 København S,Badensgade 44 2300,183.0,55.664222,12.612604,København,Villa,7.0,2.0,1.0,64.0,3.0268842534787552,0.3198914867208429,3.0739751835546483,42049.18032786885,7.695,15.856081325255117,10.646595172413695,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,120,4.795790545596741,4.174387269895637,49.0,1.0,4.0,1.392992938838598,1,0,0
2021-03-03,9050000,"Solgt, Fri handel",1923,https://www.boligsiden.dk/adresse/teglstrupvej-33-2100-koebenhavn-oe-01017356__33_______,Teglstrupvej 33 2100 København Ø,Teglstrupvej 33 2100,172.0,55.7220385,12.5535547,København,Villa,5.0,2.0,2.0,80.0,5.208665303939583,1.8651619171762954,0.8159709845668753,52616.27906976744,9.05,16.01827531567611,10.870780838862656,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,2021,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,100,4.61512051684126,4.394449154672439,25.0,4.0,4.0,1.8259459459434524,0,1,0
2016-01-04,4500000,"Solgt, Fri handel",1924,https://www.boligsiden.dk/adresse/helikonsvej-3-2300-koebenhavn-s-01012776___3_______,Helikonsvej 3 2300 København S,Helikonsvej 3 2300,124.0,55.64323169999999,12.6223184,København,Villa,5.0,1.0,2.0,64.0,4.943225647622921,1.0307409238932776,4.637774005333682,36290.32258064516,4.5,15.319587954740548,10.499306389135512,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,2016,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,99,4.605170185988092,4.174387269895637,25.0,4.0,1.0,1.7822520243029591,0,0,0
2023-08-25,3500000,"Solgt, Fri handel",1934,https://www.boligsiden.dk/adresse/marbjergvej-16-2700-broenshoej-01014628__16_______,Marbjergvej 16 2700 Brønshøj,Marbjergvej 16 2700,115.0,55.7114947,12.467331,København,Villa,4.0,1.0,1.0,96.0,7.499439592565662,2.4127129306557977,0.31063890659805615,30434.782608695652,3.5,15.068273526459642,10.323341398096392,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,2023,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,89,4.499809670330265,4.574710978503383,16.0,1.0,1.0,2.1400002310363813,0,1,0
2021-11-04,7350000,"Solgt, Fri handel",2020,https://www.boligsiden.dk/adresse/stenloesevej-105-2700-broenshoej-01016888_105_______,Stenløsevej 105 2700 Brønshøj,Stenløsevej 105 2700,185.0,55.70750469999999,12.4663704,København,Villa,8.0,2.0,2.0,0.0,7.329010436502671,2.0314972465713668,0.25741948899666395,39729.72972972973,7.35,15.81021087118902,10.589855046110694,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,2021,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,3,1.3862943611198906,0.0,64.0,4.0,4.0,2.1197446539843154,0,1,0
2016-04-11,3200000,"Solgt, Fri handel",2020,https://www.boligsiden.dk/adresse/stenloesevej-105-2700-broenshoej-01016888_105_______,Stenløsevej 105 2700 Brønshøj,Stenløsevej 105 2700,185.0,55.70750469999999,12.4663704,København,Villa,8.0,2.0,2.0,0.0,7.329010436502671,2.0314972465713668,0.25741948899666395,17297.297297297297,3.2,14.978661367769956,9.75830554269163,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,2016,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,1.3862943611198906,0.0,64.0,4.0,4.0,2.1197446539843154,0,1,0
2015-04-29,4690000,"Solgt, Fri handel",1948,https://www.boligsiden.dk/adresse/mosesvinget-10-2400-koebenhavn-nv-01014836__10_______,Mosesvinget 10 2400 København NV,Mosesvinget 10 2400,174.0,55.7130634,12.5059934,København,Villa,5.0,1.0,2.0,96.0,5.710367960368035,2.8611228775939637,2.3406796073577016,26954.02298850575,4.69,15.360943140422462,10.201887841207933,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,2015,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,75,4.330733340286331,4.574710978503383,25.0,4.0,1.0,1.903653787090799,0,0,0
2020-08-13,5250000,"Solgt, Fri handel",1954,https://www.boligsiden.dk/adresse/svankaervej-2-2720-vanloese-01017152___2_______,Svankærvej 2 2720 Vanløse,Svankærvej 2 2720,127.0,55.69390869999999,12.4707321,København,Villa,4.0,2.0,2.0,105.0,6.479433381220669,0.7159135132007979,0.5672521583279206,41338.58267716535,5.25,15.473738634567807,10.629551548109216,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,69,4.248495242049359,4.663439094112067,16.0,4.0,4.0,2.0121570379434135,1,1,0
2016-06-20,3620000,"Solgt, Fri handel",1972,https://www.boligsiden.dk/adresse/floridavej-9-2300-koebenhavn-s-01011836___9_______,Floridavej 9 2300 København S,Floridavej 9 2300,115.0,55.63658,12.5902629,København,Villa,4.0,2.0,2.0,0.0,4.582262719898801,0.7005017721468793,3.7328818962485424,31478.260869565216,3.62,15.101984583801954,10.357052455438703,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,51,3.9512437185814275,0.0,16.0,4.0,4.0,1.7195941995563495,1,0,0
2020-05-21,3800000,"Solgt, Fri handel",1967,https://www.boligsiden.dk/adresse/borghaven-11a-2500-valby-01010724_11a_______,Borghaven 11A 2500 Valby,Borghaven 11A 2500,134.0,55.6514503,12.4952417,København,Villa,3.0,1.0,2.0,0.0,5.378525901796407,3.45706443115063,0.9562526939294108,28358.20895522388,3.8,15.150511624696614,10.252671824745702,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,2020,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,56,4.04305126783455,0.0,9.0,4.0,1.0,1.8529370207853926,0,1,0
2015-10-18,4800000,"Solgt, Fri handel",2012,https://www.boligsiden.dk/adresse/slotsherrensvej-152b-2720-vanloese-01016600152b_______,Slotsherrensvej 152B 2720 Vanløse,Slotsherrensvej 152B 2720,155.0,55.7008373,12.4663531,København,Villa,5.0,2.0,2.0,0.0,7.00674862628739,1.4130046620891605,0.2674248348189722,30967.74193548387,4.8,15.38412647587812,10.340701358958873,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,2015,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,11,2.4849066497880004,0.0,25.0,4.0,4.0,2.0802847643535745,0,1,0
2022-11-22,6400000,"Solgt, Fri handel",1970,https://www.boligsiden.dk/adresse/toennesvej-45-2300-koebenhavn-s-01017784__45_______,Tønnesvej 45 2300 København S,Tønnesvej 45 2300,148.0,55.6425993,12.6208739,København,Villa,5.0,1.0,2.0,0.0,4.935256889525143,1.135395961231184,4.599589894592733,43243.24324324324,6.4,15.671808548329901,10.674596274565785,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,2022,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,53,3.9889840465642745,0.0,25.0,4.0,1.0,1.7809103109539182,0,0,0
2016-02-05,4800000,"Solgt, Fri handel",1931,https://www.boligsiden.dk/adresse/hindustanvej-8-2300-koebenhavn-s-01012904___8_______,Hindustanvej 8 2300 København S,Hindustanvej 8 2300,105.0,55.6516034,12.6276182,København,Villa,5.0,1.0,2.0,59.0,4.565122027920978,0.5706898507090907,4.529050824904107,45714.28571428572,4.8,15.38412647587812,10.730166125720595,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,92,4.532599493153256,4.0943445622221,25.0,4.0,1.0,1.716518912235702,1,0,0
2017-01-26,2895000,"Solgt, Fri handel",1930,https://www.boligsiden.dk/adresse/hellestedvej-23-2700-broenshoej-01012796__23_______,Hellestedvej 23 2700 Brønshøj,Hellestedvej 23 2700,101.0,55.7074961,12.4787654,København,Villa,3.0,1.0,1.0,0.0,6.65635009718214,1.8139982198889437,0.9471460545778568,28663.366336633662,2.895,14.878495668989233,10.263375152147972,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,2017,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,93,4.543294782270004,0.0,9.0,1.0,1.0,2.035535381577205,0,1,0
2016-01-06,5350000,"Solgt, Fri handel",1926,https://www.boligsiden.dk/adresse/merloesevej-6-2700-broenshoej-01014724___6_______,Merløsevej 6 2700 Brønshøj,Merløsevej 6 2700,131.0,55.7067238,12.471718,København,Villa,5.0,2.0,3.0,98.0,6.9936360943814195,1.8201787036173647,0.5665087251662824,40839.69465648855,5.35,15.49260711887219,10.617409795671037,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,2016,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,97,4.584967478670572,4.59511985013459,25.0,9.0,4.0,2.0786457369088778,0,1,0
2016-01-06,5350000,"Solgt, Fri handel",1926,https://www.boligsiden.dk/adresse/merloesevej-6-2700-broenshoej-01014724___6_______,Merløsevej 6 2700 Brønshøj,Merløsevej 6 2700,131.0,55.7067238,12.471718,København,Villa,5.0,2.0,3.0,98.0,6.9936360943814195,1.8201787036173647,0.5665087251662824,40839.69465648855,5.35,15.49260711887219,10.617409795671037,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,2016,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,97,4.584967478670572,4.59511985013459,25.0,9.0,4.0,2.0786457369088778,0,1,0
2015-06-12,3495000,"Solgt, Fri handel",1926,https://www.boligsiden.dk/adresse/merloesevej-6-2700-broenshoej-01014724___6_______,Merløsevej 6 2700 Brønshøj,Merløsevej 6 2700,131.0,55.7067238,12.471718,København,Villa,5.0,2.0,3.0,98.0,6.9936360943814195,1.8201787036173647,0.5665087251662824,26679.3893129771,3.495,15.066843933650048,10.191646610448895,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,2015,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,97,4.584967478670572,4.59511985013459,25.0,9.0,4.0,2.0786457369088778,0,1,0
2023-01-19,5395000,"Solgt, Fri handel",1928,https://www.boligsiden.dk/adresse/markskiftevej-5-2300-koebenhavn-s-01014652___5_______,Markskiftevej 5 2300 København S,Markskiftevej 5 2300,119.0,55.64562290000001,12.597359,København,Villa,6.0,1.0,1.0,76.0,3.81667190032834,0.7313391664038417,3.2269633046207704,45336.13445378151,5.395,15.500983156674373,10.721859663562842,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,95,4.564348191467836,4.343805421853684,36.0,1.0,1.0,1.5720832124630988,1,0,0
2022-01-10,10150000,"Solgt, Fri handel",1928,https://www.boligsiden.dk/adresse/enebaervej-4-2400-koebenhavn-nv-01011552___4_______,Enebærvej 4 2400 København NV,Enebærvej 4 2400,115.0,55.69188579999999,12.5162887,København,Villa,4.0,2.0,2.0,63.0,3.751539049024839,0.9565501851585687,0.16058211055968646,88260.86956521739,10.15,16.13298426345207,11.38805213508882,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,95,4.564348191467836,4.1588830833596715,16.0,4.0,4.0,1.5584685758875603,1,1,0
2018-01-02,4500000,"Solgt, Fri handel",1934,https://www.boligsiden.dk/adresse/guldagervej-40-2720-vanloese-01012400__40_______,Guldagervej 40 2720 Vanløse,Guldagervej 40 2720,81.0,55.6843478,12.4783776,København,Villa,3.0,1.0,2.0,81.0,5.762928670698796,0.7851282099703836,0.6917721978616054,55555.555555555555,4.5,15.319587954740548,10.92513880006811,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,89,4.499809670330265,4.406719247264253,9.0,4.0,1.0,1.9114560315460245,1,1,0
2015-10-27,3650000,"Solgt, Fri handel",1950,https://www.boligsiden.dk/adresse/kornskyldvej-83-2300-koebenhavn-s-01013912__83_______,Kornskyldvej 83 2300 København S,Kornskyldvej 83 2300,94.0,55.6314905,12.586643,København,Villa,4.0,1.0,2.0,94.0,5.0725293058957295,0.5987502948748233,4.027076241744221,38829.78723404255,3.65,15.110237725558674,10.56694294328867,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,73,4.30406509320417,4.553876891600541,16.0,4.0,1.0,1.8037752078843123,1,0,0
2015-07-26,4195000,"Solgt, Fri handel",1923,https://www.boligsiden.dk/adresse/dortheavej-48-2400-koebenhavn-nv-01011312__48_______,Dortheavej 48 2400 København NV,Dortheavej 48 2400,111.0,55.7095442,12.5211948,København,Villa,4.0,1.0,1.0,65.0,4.786453066038604,1.831591909448723,1.3217435762207577,37792.792792792796,4.195,15.249403897883443,10.53987369657111,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,2015,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,100,4.61512051684126,4.189654742026425,16.0,1.0,1.0,1.755519507331877,0,0,0
2022-09-02,4450000,"Solgt, Fri handel",1928,https://www.boligsiden.dk/adresse/humlehaven-20-2500-valby-01013084__20_______,Humlehaven 20 2500 Valby,Humlehaven 20 2500,130.0,55.6513593,12.4910003,København,Villa,5.0,2.0,2.0,32.0,5.614229119116392,3.693176534919383,1.069506582752506,34230.769230769234,4.45,15.308414654142423,10.44088020368684,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,2022,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,95,4.564348191467836,3.4965075614664802,25.0,4.0,4.0,1.8892232554951869,0,0,0
2020-07-16,5725000,"Solgt, Fri handel",2013,https://www.boligsiden.dk/adresse/jyllingevej-125-2720-vanloese-01013464_125_______,Jyllingevej 125 2720 Vanløse,Jyllingevej 125 2720,191.0,55.6911808,12.4680499,København,Villa,7.0,2.0,2.0,0.0,6.5554007372555985,0.8195035284272644,0.5993206656603309,29973.821989528795,5.725,15.560353107404577,10.308079679357947,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,10,2.3978952727983707,0.0,49.0,4.0,4.0,2.0222626369726036,1,1,0
2021-09-24,6595000,"Solgt, Fri handel",1938,https://www.boligsiden.dk/adresse/tryggevaeldevej-135-2700-broenshoej-01017664_135_______,Tryggevældevej 135 2700 Brønshøj,Tryggevældevej 135 2700,100.0,55.7042928,12.4811812,København,Villa,3.0,1.0,1.0,93.0,6.344416030887436,1.4517763685847205,0.9408712629607355,65950.0,6.595,15.701822344133552,11.09665215814546,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,2021,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,85,4.454347296253507,4.543294782270004,9.0,1.0,1.0,1.9939403007996703,0,1,0
2020-05-13,14000000,"Solgt, Fri handel",1986,https://www.boligsiden.dk/adresse/strandoere-7-2100-koebenhavn-oe-01017012___7_______,Strandøre 7 2100 København Ø,Strandøre 7 2100,324.0,55.7210666,12.5801446,København,Villa,7.0,2.0,3.0,155.0,5.056142870183613,1.2286437412645588,0.6272524989364069,43209.87654320987,14.0,16.454567887579532,10.673824371787203,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,2020,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,37,3.6375861597263857,5.049856007249537,49.0,9.0,4.0,1.8010731073667159,0,1,0
2021-10-13,8650000,"Solgt, Fri handel",1936,https://www.boligsiden.dk/adresse/valloevej-41-2700-broenshoej-01017956__41_______,Valløvej 41 2700 Brønshøj,Valløvej 41 2700,189.0,55.6992212,12.4909545,København,Villa,8.0,2.0,3.0,90.0,5.536335535006536,1.0806113976404665,1.2788293264987818,45767.195767195764,8.65,15.973069878908062,10.731322863848419,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,2021,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,87,4.477336814478207,4.51085950651685,64.0,9.0,4.0,1.8773766926853401,0,0,0
2017-07-17,4100000,"Solgt, Fri handel",1936,https://www.boligsiden.dk/adresse/valloevej-41-2700-broenshoej-01017956__41_______,Valløvej 41 2700 Brønshøj,Valløvej 41 2700,189.0,55.6992212,12.4909545,København,Villa,8.0,2.0,3.0,90.0,5.536335535006536,1.0806113976404665,1.2788293264987818,21693.12169312169,4.1,15.226497531674536,9.984750516614893,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,2017,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,87,4.477336814478207,4.51085950651685,64.0,9.0,4.0,1.8773766926853401,0,0,0
2023-09-26,6825000,"Solgt, Fri handel",1936,https://www.boligsiden.dk/adresse/kastrupvej-148-2300-koebenhavn-s-01013600_148_______,Kastrupvej 148 2300 København S,Kastrupvej 148 2300,151.0,55.64726169999999,12.6226549,København,Villa,6.0,2.0,3.0,88.0,4.6377370267657865,1.0117739784536006,4.434878362323744,45198.67549668874,6.825,15.736102899035297,10.718823062220373,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,2023,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,87,4.477336814478207,4.48863636973214,36.0,9.0,4.0,1.7294827486040645,0,0,0
2017-12-29,5300000,"Solgt, Fri handel",1936,https://www.boligsiden.dk/adresse/kastrupvej-148-2300-koebenhavn-s-01013600_148_______,Kastrupvej 148 2300 København S,Kastrupvej 148 2300,151.0,55.64726169999999,12.6226549,København,Villa,6.0,2.0,3.0,88.0,4.6377370267657865,1.0117739784536006,4.434878362323744,35099.33774834437,5.3,15.483217378522351,10.465937541707426,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,2017,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,87,4.477336814478207,4.48863636973214,36.0,9.0,4.0,1.7294827486040645,0,0,0
