Date,Price,Status,Build Year,URL,Adresse,Kort adresse,Kvdm,Latitude,Longitude,Kommune
2018-10-24,1100000,"Solgt, Familiehandel",1885,https://www.boligsiden.dk/adresse/holger-danskes-vej-18-1-tv-2000-frederiksberg-01470376__18__1__tv,"Holger Danskes Vej 18, 1. tv. 2000 Frederiksberg",Holger Danskes Vej 18,47.0,55.8742464,9.8153876,frederiksberg
2020-05-24,1700000,"Solgt, Familiehandel",1900,https://www.boligsiden.dk/adresse/nordre-fasanvej-154-4-th-2000-frederiksberg-01470586_154__4__th,"Nordre Fasanvej 154, 4. th. 2000 Frederiksberg",Nordre Fasanvej 154,80.0,55.6931804,12.5328061,frederiksberg
2018-05-26,2300000,"Solgt, Øvrigt",1887,https://www.boligsiden.dk/adresse/folkvarsvej-16-0-th-2000-frederiksberg-01470250__16_st__th,"Folkvarsvej 16, st. th. 2000 Frederiksberg",Folkvarsvej 16,58.0,55.6830162,12.5335256,frederiksberg
2018-04-10,2300000,"Solgt, Øvrigt",1887,https://www.boligsiden.dk/adresse/folkvarsvej-16-0-th-2000-frederiksberg-01470250__16_st__th,"Folkvarsvej 16, st. th. 2000 Frederiksberg",Folkvarsvej 16,58.0,55.6830162,12.5335256,frederiksberg
2017-11-20,3465000,"Solgt, Familiehandel",1885,https://www.boligsiden.dk/adresse/jakob-dannefaerds-vej-8-1-th-1973-frederiksberg-c-01470403___8__1__th,"Jakob Dannefærds Vej 8, 1. th. 1973 Frederiksberg C",Jakob Dannefærds Vej 8,77.0,55.6837196,12.5539421,frederiksberg
2020-12-15,1987700,"Solgt, Familiehandel",1891,https://www.boligsiden.dk/adresse/rolfsvej-16-0-th-2000-frederiksberg-01470670__16_st__th,"Rolfsvej 16, st. th. 2000 Frederiksberg",Rolfsvej 16,52.0,55.683524,12.5344148,frederiksberg
2019-09-11,1750000,"Solgt, Familiehandel",1903,https://www.boligsiden.dk/adresse/dronning-olgas-vej-49-3-tv-2000-frederiksberg-01470172__49__3__tv,"Dronning Olgas Vej 49, 3. tv. 2000 Frederiksberg",Dronning Olgas Vej 49,100.0,55.6892892,12.5334408,frederiksberg
2020-11-18,1495000,"Solgt, Familiehandel",1969,https://www.boligsiden.dk/adresse/kronprinsesse-sofies-vej-20-0-2-2000-frederiksberg-01470484__20_st___2,"Kronprinsesse Sofies Vej 20, st. 2. 2000 Frederiksberg",Kronprinsesse Sofies Vej 20,62.0,55.6896497,12.5344425,frederiksberg
2020-10-01,2050000,"Solgt, Familiehandel",1877,https://www.boligsiden.dk/adresse/mynstersvej-16-2-1827-frederiksberg-c-01470565__16__2____,"Mynstersvej 16, 2. 1827 Frederiksberg C",Mynstersvej 16,102.0,55.6756374,12.5439922,frederiksberg
2015-08-12,1827500,"Solgt, Familiehandel",1970,https://www.boligsiden.dk/adresse/kingosgade-11-2-91-1818-frederiksberg-c-01470457__11__2__91,"Kingosgade 11, 2. 91. 1818 Frederiksberg C",Kingosgade 11,93.0,55.6722869,12.54476,frederiksberg
2016-03-31,1550000,"Solgt, Familiehandel",1937,https://www.boligsiden.dk/adresse/ewaldsensvej-10-4-th-2000-frederiksberg-01470211__10__4__th,"Ewaldsensvej 10, 4. th. 2000 Frederiksberg",Ewaldsensvej 10,64.0,55.681165,12.508555,frederiksberg
2017-04-15,1755000,"Solgt, Familiehandel",1898,https://www.boligsiden.dk/adresse/bentzonsvej-50a-1-th-2000-frederiksberg-01470061_50a__1__th,"Bentzonsvej 50A, 1. th. 2000 Frederiksberg",Bentzonsvej 50,72.0,55.68656069999999,12.5303669,frederiksberg
2019-08-08,2357500,"Solgt, Familiehandel",1890,https://www.boligsiden.dk/adresse/jakob-dannefaerds-vej-13-4-tv-1973-frederiksberg-c-01470403__13__4__tv,"Jakob Dannefærds Vej 13, 4. tv. 1973 Frederiksberg C",Jakob Dannefærds Vej 13,87.0,55.6831164,12.5535702,frederiksberg
2016-06-17,1500000,"Solgt, Familiehandel",1887,https://www.boligsiden.dk/adresse/folkvarsvej-28-2-th-2000-frederiksberg-01470250__28__2__th,"Folkvarsvej 28, 2. th. 2000 Frederiksberg",Folkvarsvej 28,46.0,55.6833074,12.5324162,frederiksberg
2022-12-03,1460000,"Solgt, Familiehandel",1890,https://www.boligsiden.dk/adresse/bakkegaards-alle-15-2-tv-1804-frederiksberg-c-01470052__15__2__tv,"Bakkegårds Alle 15, 2. tv. 1804 Frederiksberg C",Bakkegårds Alle 15,130.0,55.669006,12.5326979,frederiksberg
2022-05-20,1459167,"Solgt, Familiehandel",1890,https://www.boligsiden.dk/adresse/bakkegaards-alle-15-2-tv-1804-frederiksberg-c-01470052__15__2__tv,"Bakkegårds Alle 15, 2. tv. 1804 Frederiksberg C",Bakkegårds Alle 15,130.0,55.669006,12.5326979,frederiksberg
2015-11-30,1339166,"Solgt, Familiehandel",1890,https://www.boligsiden.dk/adresse/bakkegaards-alle-15-2-tv-1804-frederiksberg-c-01470052__15__2__tv,"Bakkegårds Alle 15, 2. tv. 1804 Frederiksberg C",Bakkegårds Alle 15,130.0,55.669006,12.5326979,frederiksberg
2019-01-24,1400000,"Solgt, Familiehandel",1938,https://www.boligsiden.dk/adresse/mariendalsvej-10-0-th-2000-frederiksberg-01470541__10_st__th,"Mariendalsvej 10, st. th. 2000 Frederiksberg",Mariendalsvej 10,69.0,55.688413,12.540116,frederiksberg
2017-06-16,1410000,"Solgt, Familiehandel",1977,https://www.boligsiden.dk/adresse/godthaabsvaenget-31-2-tv-2000-frederiksberg-01470319__31__2__tv,"Godthåbsvænget 31, 2. tv. 2000 Frederiksberg",Godthåbsvænget 31,87.0,55.69177939999999,12.5205641,frederiksberg
2016-04-07,1100000,"Solgt, Familiehandel",1937,https://www.boligsiden.dk/adresse/ewaldsensvej-10-3-tv-2000-frederiksberg-01470211__10__3__tv,"Ewaldsensvej 10, 3. tv. 2000 Frederiksberg",Ewaldsensvej 10,64.0,55.681165,12.508555,frederiksberg
2018-12-13,1572500,"Solgt, Familiehandel",1900,https://www.boligsiden.dk/adresse/adilsvej-9a-4-th-2000-frederiksberg-01470007__9a__4__th,"Adilsvej 9A, 4. th. 2000 Frederiksberg",Adilsvej 9,78.0,55.6848969,12.5351227,frederiksberg
2017-12-04,2210000,"Solgt, Familiehandel",2005,https://www.boligsiden.dk/adresse/nimbusparken-7-2-1-2000-frederiksberg-01470578___7__2___1,"Nimbusparken 7, 2. 1. 2000 Frederiksberg",Nimbusparken 7,109.0,55.6803465,12.5151557,frederiksberg
2016-09-28,1180000,"Solgt, Familiehandel",1889,https://www.boligsiden.dk/adresse/helgesvej-13-4-th-2000-frederiksberg-01470358__13__4__th,"Helgesvej 13, 4. th. 2000 Frederiksberg",Helgesvej 13,52.0,55.6838553,12.5348102,frederiksberg
2015-09-18,1020000,"Solgt, Familiehandel",1970,https://www.boligsiden.dk/adresse/carl-bernhards-vej-13b-2-32-1817-frederiksberg-c-01470124_13b__2__32,"Carl Bernhards Vej 13B, 2. 32. 1817 Frederiksberg C",Carl Bernhards Vej 13,51.0,55.6721005,12.5425362,frederiksberg
2017-09-30,1500000,"Solgt, Familiehandel",1909,https://www.boligsiden.dk/adresse/mathildevej-12a-3-th-2000-frederiksberg-01470553_12a__3__th,"Mathildevej 12A, 3. th. 2000 Frederiksberg",Mathildevej 12,66.0,55.675793,12.517812,frederiksberg
2016-04-21,1216125,"Solgt, Familiehandel",1961,https://www.boligsiden.dk/adresse/finsensvej-47a-1-105-2000-frederiksberg-01470238_47a__1_105,"Finsensvej 47A, 1. 105. 2000 Frederiksberg",Finsensvej 47,59.0,55.6818254,12.5079524,frederiksberg
2019-05-07,3796500,"Solgt, Familiehandel",1905,https://www.boligsiden.dk/adresse/kochsvej-8-0-tv-1812-frederiksberg-c-01470466___8_st__tv,"Kochsvej 8, st. tv. 1812 Frederiksberg C",Kochsvej 8,169.0,55.6730376,12.5375678,frederiksberg
2018-03-19,2500000,"Solgt, Familiehandel",1908,https://www.boligsiden.dk/adresse/langelandsvej-20b-0-th-2000-frederiksberg-01470493_20b_st__th,"Langelandsvej 20B, st. th. 2000 Frederiksberg",Langelandsvej 20,67.0,55.68476740000001,12.5301711,frederiksberg
2015-09-01,2475000,"Solgt, Familiehandel",1898,https://www.boligsiden.dk/adresse/kong-georgs-vej-4-0-tv-2000-frederiksberg-01470475___4_st__tv,"Kong Georgs Vej 4, st. tv. 2000 Frederiksberg",Kong Georgs Vej 4,85.0,55.40030729999999,10.3639882,frederiksberg
2015-10-02,348500,"Solgt, Familiehandel",1929,https://www.boligsiden.dk/adresse/mariendalsvej-71-0-mf-2000-frederiksberg-01470541__71_st__mf,"Mariendalsvej 71, st. mf. 2000 Frederiksberg",Mariendalsvej 71,67.0,55.6916838,12.5290068,frederiksberg
2018-02-01,1437500,"Solgt, Familiehandel",1972,https://www.boligsiden.dk/adresse/roskildevej-53-2-207-2000-frederiksberg-01470679__53__2_207,"Roskildevej 53, 2. 207. 2000 Frederiksberg",Roskildevej 53,65.0,55.6719847,12.5121057,frederiksberg
2021-11-07,2216957,"Solgt, Familiehandel",1932,https://www.boligsiden.dk/adresse/lyoevej-7-4-th-2000-frederiksberg-01470523___7__4__th,"Lyøvej 7, 4. th. 2000 Frederiksberg",Lyøvej 7,83.0,55.6828995,12.5248278,frederiksberg
2018-11-30,2150000,"Solgt, Familiehandel",1932,https://www.boligsiden.dk/adresse/lyoevej-7-4-th-2000-frederiksberg-01470523___7__4__th,"Lyøvej 7, 4. th. 2000 Frederiksberg",Lyøvej 7,83.0,55.6828995,12.5248278,frederiksberg
2015-06-17,1200000,"Solgt, Familiehandel",1926,https://www.boligsiden.dk/adresse/finsensvej-73-0-th-2000-frederiksberg-01470238__73_st__th,"Finsensvej 73, st. th. 2000 Frederiksberg",Finsensvej 73,62.0,55.6820935,12.5036031,frederiksberg
2018-12-20,1742500,"Solgt, Familiehandel",1922,https://www.boligsiden.dk/adresse/norsvej-1-3-3-1916-frederiksberg-c-01470592___1__3___3,"Norsvej 1, 3. 3. 1916 Frederiksberg C",Norsvej 1,72.0,55.6777689,12.554791,frederiksberg
2018-12-31,1422135,"Solgt, Familiehandel",1865,https://www.boligsiden.dk/adresse/vodroffsvej-10-0-1900-frederiksberg-c-01470838__10_st____,"Vodroffsvej 10, st. 1900 Frederiksberg C",Vodroffsvej 10,220.0,55.6759212,12.5547757,frederiksberg
2018-12-31,1422135,"Solgt, Familiehandel",1865,https://www.boligsiden.dk/adresse/vodroffsvej-10-0-1900-frederiksberg-c-01470838__10_st____,"Vodroffsvej 10, st. 1900 Frederiksberg C",Vodroffsvej 10,220.0,55.6759212,12.5547757,frederiksberg
2016-03-01,1317500,"Solgt, Familiehandel",1900,https://www.boligsiden.dk/adresse/bogoevej-6-3-tv-2000-frederiksberg-01470085___6__3__tv,"Bogøvej 6, 3. tv. 2000 Frederiksberg",Bogøvej 6,68.0,55.6876125,12.5315652,frederiksberg
2015-12-14,1360000,"Solgt, Familiehandel",1897,https://www.boligsiden.dk/adresse/vesterbrogade-186-0-mf-1800-frederiksberg-c-01470823_186_st__mf,"Vesterbrogade 186, st. mf. 1800 Frederiksberg C",Vesterbrogade 186,83.0,55.67070349999999,12.534939,frederiksberg
2017-11-06,1430000,"Solgt, Familiehandel",1937,https://www.boligsiden.dk/adresse/ewaldsensvej-8-4-th-2000-frederiksberg-01470211___8__4__th,"Ewaldsensvej 8, 4. th. 2000 Frederiksberg",Ewaldsensvej 8,64.0,55.681133,12.508727,frederiksberg
2018-07-10,935000,"Solgt, Familiehandel",1937,https://www.boligsiden.dk/adresse/ewaldsensvej-8-0-tv-2000-frederiksberg-01470211___8_st__tv,"Ewaldsensvej 8, st. tv. 2000 Frederiksberg",Ewaldsensvej 8,64.0,55.681133,12.508727,frederiksberg
2016-10-05,850000,"Solgt, Øvrigt",1924,https://www.boligsiden.dk/adresse/pelargonievej-16-1-2000-frederiksberg-01470616__16__1____,"Pelargonievej 16, 1. 2000 Frederiksberg",Pelargonievej 16,95.0,55.6705959,12.5143634,frederiksberg
2018-12-18,2640000,"Solgt, Familiehandel",1974,https://www.boligsiden.dk/adresse/harsdorffsvej-11-3-16-1874-frederiksberg-c-01470343__11__3__16,"Harsdorffsvej 11, 3. 16. 1874 Frederiksberg C",Harsdorffsvej 11,63.0,55.68017529999999,12.546575,frederiksberg
2017-07-26,1675000,"Solgt, Familiehandel",1969,https://www.boligsiden.dk/adresse/finsensvej-13a-2-tv-2000-frederiksberg-01470238_13a__2__tv,"Finsensvej 13A, 2. tv. 2000 Frederiksberg",Finsensvej 13,70.0,55.6809793,12.5197372,frederiksberg
2021-01-25,2150000,"Solgt, Familiehandel",1893,https://www.boligsiden.dk/adresse/adilsvej-14-4-th-2000-frederiksberg-01470007__14__4__th,"Adilsvej 14, 4. th. 2000 Frederiksberg",Adilsvej 14,60.0,55.6839404,12.5339668,frederiksberg
2020-01-30,1611420,"Solgt, Øvrigt",1896,https://www.boligsiden.dk/adresse/rahbeks-alle-6-2-tv-1801-frederiksberg-c-01470649___6__2__tv,"Rahbeks Alle 6, 2. tv. 1801 Frederiksberg C",Rahbeks Alle 6,64.0,55.669853,12.5351769,frederiksberg
2018-09-21,1600000,"Solgt, Familiehandel",1902,https://www.boligsiden.dk/adresse/guldborgvej-21-0-th-2000-frederiksberg-01470334__21_st__th,"Guldborgvej 21, st. th. 2000 Frederiksberg",Guldborgvej 21,67.0,55.6861276,12.5269403,frederiksberg
2018-05-24,1487500,"Solgt, Familiehandel",1932,https://www.boligsiden.dk/adresse/lyoevej-7-1-th-2000-frederiksberg-01470523___7__1__th,"Lyøvej 7, 1. th. 2000 Frederiksberg",Lyøvej 7,83.0,55.6828995,12.5248278,frederiksberg
2015-06-16,1135000,"Solgt, Familiehandel",1913,https://www.boligsiden.dk/adresse/munkensvej-9-1-th-2000-frederiksberg-01470562___9__1__th,"Munkensvej 9, 1. th. 2000 Frederiksberg",Munkensvej 9,65.0,55.6940208,12.5344246,frederiksberg
2021-10-13,1700000,"Solgt, Familiehandel",1922,https://www.boligsiden.dk/adresse/danasvej-5-0-4-1910-frederiksberg-c-01470157___5_st___4,"Danasvej 5, st. 4. 1910 Frederiksberg C",Danasvej 5,74.0,55.6780617,12.5551389,frederiksberg
2015-09-22,1000000,"Solgt, Familiehandel",1976,https://www.boligsiden.dk/adresse/platanvej-5-1-67-1810-frederiksberg-c-01470634___5__1__67,"Platanvej 5, 1. 67. 1810 Frederiksberg C",Platanvej 5,71.0,55.3863904,10.3864393,frederiksberg
2020-10-21,799000,"Solgt, Familiehandel",1897,https://www.boligsiden.dk/adresse/nordre-fasanvej-112-0-th-2000-frederiksberg-01470586_112_st__th,"Nordre Fasanvej 112, st. th. 2000 Frederiksberg",Nordre Fasanvej 112,51.0,55.6889611,12.528845,frederiksberg
2017-09-27,5500000,"Solgt, Øvrigt",1924,https://www.boligsiden.dk/adresse/vesterbrogade-161-4-th-1800-frederiksberg-c-01470823_161__4__th,"Vesterbrogade 161, 4. th. 1800 Frederiksberg C",Vesterbrogade 161,147.0,55.67025049999999,12.5370417,frederiksberg
2016-11-09,1311000,"Solgt, Familiehandel",1908,https://www.boligsiden.dk/adresse/bjarkesvej-13-0-tv-2000-frederiksberg-01470079__13_st__tv,"Bjarkesvej 13, st. tv. 2000 Frederiksberg",Bjarkesvej 13,65.0,55.6847976,12.5304924,frederiksberg
2019-10-28,2200000,"Solgt, Familiehandel",1961,https://www.boligsiden.dk/adresse/finsensvej-47a-2-204-2000-frederiksberg-01470238_47a__2_204,"Finsensvej 47A, 2. 204. 2000 Frederiksberg",Finsensvej 47,60.0,55.6818254,12.5079524,frederiksberg
2016-04-01,977500,"Solgt, Familiehandel",1961,https://www.boligsiden.dk/adresse/finsensvej-47a-2-204-2000-frederiksberg-01470238_47a__2_204,"Finsensvej 47A, 2. 204. 2000 Frederiksberg",Finsensvej 47,60.0,55.6818254,12.5079524,frederiksberg
2019-09-05,1595000,"Solgt, Familiehandel",1903,https://www.boligsiden.dk/adresse/forchhammersvej-14-3-th-1920-frederiksberg-c-01470253__14__3__th,"Forchhammersvej 14, 3. th. 1920 Frederiksberg C",Forchhammersvej 14,101.0,55.6799825,12.5518426,frederiksberg
2017-12-01,925000,"Solgt, Familiehandel",1888,https://www.boligsiden.dk/adresse/falkoner-alle-33-0-th-2000-frederiksberg-01470220__33_st__th,"Falkoner Alle 33, st. th. 2000 Frederiksberg",Falkoner Alle 33,75.0,55.6828928,12.5355692,frederiksberg
2019-12-12,748000,"Solgt, Familiehandel",1934,https://www.boligsiden.dk/adresse/soendre-fasanvej-58-0-2000-frederiksberg-01470784__58_st____,"Søndre Fasanvej 58, st. 2000 Frederiksberg",Søndre Fasanvej 58,101.0,55.6704512,12.5172043,frederiksberg
2020-02-21,3105000,"Solgt, Familiehandel",1922,https://www.boligsiden.dk/adresse/julius-valentiners-vej-4-1-2000-frederiksberg-01470436___4__1____,"Julius Valentiners Vej 4, 1. 2000 Frederiksberg",Julius Valentiners Vej 4,127.0,55.679151,12.505786,frederiksberg
2018-05-17,1232000,"Solgt, Familiehandel",1897,https://www.boligsiden.dk/adresse/nordre-fasanvej-112-3-th-2000-frederiksberg-01470586_112__3__th,"Nordre Fasanvej 112, 3. th. 2000 Frederiksberg",Nordre Fasanvej 112,51.0,55.6889611,12.528845,frederiksberg
2021-03-19,1350000,"Solgt, Familiehandel",1974,https://www.boligsiden.dk/adresse/gammel-kongevej-151-2-2-1850-frederiksberg-c-01470304_151__2___2,"Gammel Kongevej 151, 2. 2. 1850 Frederiksberg C",Gammel Kongevej 151,58.0,55.6771559,12.5377572,frederiksberg
2016-12-27,1450000,"Solgt, Familiehandel",1972,https://www.boligsiden.dk/adresse/roskildevej-55-2-211-2000-frederiksberg-01470679__55__2_211,"Roskildevej 55, 2. 211. 2000 Frederiksberg",Roskildevej 55,67.0,55.6719711,12.512118,frederiksberg
2021-01-31,1322500,"Solgt, Familiehandel",1972,https://www.boligsiden.dk/adresse/roskildevej-55-0-14-2000-frederiksberg-01470679__55_st__14,"Roskildevej 55, st. 14. 2000 Frederiksberg",Roskildevej 55,67.0,55.6719711,12.512118,frederiksberg
2015-04-23,899581,"Solgt, Familiehandel",1962,https://www.boligsiden.dk/adresse/bianco-lunos-alle-4b-3-th-1868-frederiksberg-c-01470070__4b__3__th,"Bianco Lunos Alle 4B, 3. th. 1868 Frederiksberg C",Bianco Lunos Alle 4,65.0,55.6772288,12.5406429,frederiksberg
2016-03-02,2199800,"Solgt, Familiehandel",1972,https://www.boligsiden.dk/adresse/platanvej-6-10-1-1810-frederiksberg-c-01470634___6_10___1,"Platanvej 6, 10. 1. 1810 Frederiksberg C",Platanvej 6,105.0,55.6728866,12.5397351,frederiksberg
2020-06-26,1500000,"Solgt, Familiehandel",1893,https://www.boligsiden.dk/adresse/engtoftevej-5a-0-1816-frederiksberg-c-01470205__5a_st____,"Engtoftevej 5A, st. 1816 Frederiksberg C",Engtoftevej 5,54.0,55.6727802,12.5435743,frederiksberg
2017-08-01,3800000,"Solgt, Familiehandel",1978,https://www.boligsiden.dk/adresse/ahornskellet-24-2-2000-frederiksberg-01470011__24__2____,"Ahornskellet 24, 2. 2000 Frederiksberg",Ahornskellet 24,113.0,55.6712597,12.4974729,frederiksberg
2020-12-11,1200000,"Solgt, Familiehandel",1970,https://www.boligsiden.dk/adresse/carl-bernhards-vej-13b-0-3-1817-frederiksberg-c-01470124_13b_st___3,"Carl Bernhards Vej 13B, st. 3. 1817 Frederiksberg C",Carl Bernhards Vej 13,51.0,55.6721005,12.5425362,frederiksberg
2021-12-12,2103750,"Solgt, Familiehandel",1900,https://www.boligsiden.dk/adresse/folkets-alle-43-1-2000-frederiksberg-01470247__43__1____,"Folkets Alle 43, 1. 2000 Frederiksberg",Folkets Alle 43,72.0,55.6765598,12.5111346,frederiksberg
2016-11-09,1500000,"Solgt, Familiehandel",1974,https://www.boligsiden.dk/adresse/nordre-fasanvej-64-3-33-2000-frederiksberg-01470586__64__3__33,"Nordre Fasanvej 64, 3. 33. 2000 Frederiksberg",Nordre Fasanvej 64,61.0,55.6851123,12.5257191,frederiksberg
2015-02-04,3380000,"Solgt, Familiehandel",1982,https://www.boligsiden.dk/adresse/sprogoevej-13-3-tv-2000-frederiksberg-01470739__13__3__tv,"Sprogøvej 13, 3. tv. 2000 Frederiksberg",Sprogøvej 13,92.0,55.4200326,10.404502,frederiksberg
2015-12-03,1150000,"Solgt, Familiehandel",1932,https://www.boligsiden.dk/adresse/ane-katrines-vej-16-2-3-2000-frederiksberg-01470031__16__2___3,"Ane Katrines Vej 16, 2. 3. 2000 Frederiksberg",Ane Katrines Vej 16,50.0,55.6917041,12.5351599,frederiksberg
2015-09-16,2360000,"Solgt, Familiehandel",1930,https://www.boligsiden.dk/adresse/nordre-fasanvej-33c-2-tv-2000-frederiksberg-01470586_33c__2__tv,"Nordre Fasanvej 33C, 2. tv. 2000 Frederiksberg",Nordre Fasanvej 33,69.0,55.682624,12.5232145,frederiksberg
2018-02-09,2127500,"Solgt, Familiehandel",1900,https://www.boligsiden.dk/adresse/bentzonsvej-39-3-th-2000-frederiksberg-01470061__39__3__th,"Bentzonsvej 39, 3. th. 2000 Frederiksberg",Bentzonsvej 39,78.0,55.68595089999999,12.5293731,frederiksberg
2019-08-24,2106592,"Solgt, Familiehandel",1885,https://www.boligsiden.dk/adresse/jakob-dannefaerds-vej-4-4-1973-frederiksberg-c-01470403___4__4____,"Jakob Dannefærds Vej 4, 4. 1973 Frederiksberg C",Jakob Dannefærds Vej 4,106.0,55.6841022,12.5544873,frederiksberg
2021-11-23,1368800,"Solgt, Familiehandel",1900,https://www.boligsiden.dk/adresse/bogoevej-6-5-tv-2000-frederiksberg-01470085___6__5__tv,"Bogøvej 6, 5. tv. 2000 Frederiksberg",Bogøvej 6,53.0,55.6876125,12.5315652,frederiksberg
2017-11-17,1965000,"Solgt, Familiehandel",1900,https://www.boligsiden.dk/adresse/bogoevej-6-5-tv-2000-frederiksberg-01470085___6__5__tv,"Bogøvej 6, 5. tv. 2000 Frederiksberg",Bogøvej 6,53.0,55.6876125,12.5315652,frederiksberg
2015-01-21,1750000,"Solgt, Familiehandel",1946,https://www.boligsiden.dk/adresse/aksel-moellers-have-26-3-tv-2000-frederiksberg-01470012__26__3__tv,"Aksel Møllers Have 26, 3. tv. 2000 Frederiksberg",Aksel Møllers Have 26,61.0,55.6850155,12.531582,frederiksberg
2016-07-21,935000,"Solgt, Familiehandel",1932,https://www.boligsiden.dk/adresse/ane-katrines-vej-4-2-th-2000-frederiksberg-01470031___4__2__th,"Ane Katrines Vej 4, 2. th. 2000 Frederiksberg",Ane Katrines Vej 4,61.0,55.6910037,12.5355212,frederiksberg
2015-05-21,2080000,"Solgt, Familiehandel",1885,https://www.boligsiden.dk/adresse/jakob-dannefaerds-vej-6a-0-tv-1973-frederiksberg-c-01470403__6a_st__tv,"Jakob Dannefærds Vej 6A, st. tv. 1973 Frederiksberg C",Jakob Dannefærds Vej 6,77.0,55.6839182,12.5541032,frederiksberg
2016-12-02,500824,"Solgt, Familiehandel",1973,https://www.boligsiden.dk/adresse/grundtvigsvej-4-0-th-1864-frederiksberg-c-01470328___4_st__th,"Grundtvigsvej 4, st. th. 1864 Frederiksberg C",Grundtvigsvej 4,74.0,55.6780529,12.5414162,frederiksberg
2016-07-11,725000,"Solgt, Familiehandel",1896,https://www.boligsiden.dk/adresse/rahbeks-alle-10-2-tv-1801-frederiksberg-c-01470649__10__2__tv,"Rahbeks Alle 10, 2. tv. 1801 Frederiksberg C",Rahbeks Alle 10,63.0,55.6696597,12.5352772,frederiksberg
2017-10-01,2500000,"Solgt, Familiehandel",1904,https://www.boligsiden.dk/adresse/lykkesholms-alle-7b-4-tv-1902-frederiksberg-c-01470520__7b__4__tv,"Lykkesholms Allé 7B, 4. tv. 1902 Frederiksberg C",Lykkesholms Allé 7,64.0,55.6768116,12.5474484,frederiksberg
2018-06-24,1473781,"Solgt, Familiehandel",1932,https://www.boligsiden.dk/adresse/borups-alle-140-2-tv-2000-frederiksberg-01470094_140__2__tv,"Borups Alle 140, 2. tv. 2000 Frederiksberg",Borups Alle 140,87.0,55.6945645,12.5306436,frederiksberg
2016-02-25,3047500,"Solgt, Familiehandel",1903,https://www.boligsiden.dk/adresse/sankt-markus-alle-13-1-1922-frederiksberg-c-01470691__13__1____,"Sankt Markus Alle 13, 1. 1922 Frederiksberg C",Sankt Markus Alle 13,109.0,55.6802456,12.5521825,frederiksberg
2019-05-24,1800000,"Solgt, Familiehandel",2001,https://www.boligsiden.dk/adresse/borgmester-fischers-vej-5b-4-3-2000-frederiksberg-01470090__5b__4___3,"Borgmester Fischers Vej 5B, 4. 3. 2000 Frederiksberg",Borgmester Fischers Vej 5,61.0,55.67186539999999,12.5090103,frederiksberg
2018-02-16,3540000,"Solgt, Familiehandel",1889,https://www.boligsiden.dk/adresse/frederiksberg-alle-51-3-tv-1820-frederiksberg-c-01470265__51__3__tv,"Frederiksberg Alle 51, 3. tv. 1820 Frederiksberg C",Frederiksberg Alle 51,130.0,55.6739168,12.538397,frederiksberg
2016-10-07,2600000,"Solgt, Familiehandel",1932,https://www.boligsiden.dk/adresse/duevej-52-3-tv-2000-frederiksberg-01470178__52__3__tv,"Duevej 52, 3. tv. 2000 Frederiksberg",Duevej 52,76.0,55.6910735,12.5290208,frederiksberg
2017-09-18,566666,"Solgt, Familiehandel",1958,https://www.boligsiden.dk/adresse/duevej-113-0-2000-frederiksberg-01470178_113_st____,"Duevej 113, st. 2000 Frederiksberg",Duevej 113,125.0,55.69390749999999,12.5310968,frederiksberg
2016-09-13,1380000,"Solgt, Familiehandel",1970,https://www.boligsiden.dk/adresse/carl-bernhards-vej-13b-1-20-1817-frederiksberg-c-01470124_13b__1__20,"Carl Bernhards Vej 13B, 1. 20. 1817 Frederiksberg C",Carl Bernhards Vej 13,51.0,55.6721005,12.5425362,frederiksberg
2019-09-05,1244153,"Solgt, Øvrigt",1960,https://www.boligsiden.dk/adresse/bernhard-bangs-alle-4-5-84-2000-frederiksberg-01470067___4__5__84,"Bernhard Bangs Alle 4, 5. 84. 2000 Frederiksberg",Bernhard Bangs Alle 4,92.0,55.6845501,12.5118073,frederiksberg
2018-12-20,3470000,"Solgt, Familiehandel",1900,https://www.boligsiden.dk/adresse/falkoner-alle-26a-4-th-2000-frederiksberg-01470220_26a__4__th,"Falkoner Alle 26A, 4. th. 2000 Frederiksberg",Falkoner Alle 26,118.0,55.68079950000001,12.5342311,frederiksberg
2019-01-04,1200000,"Solgt, Familiehandel",1885,https://www.boligsiden.dk/adresse/jakob-dannefaerds-vej-10b-2-th-1973-frederiksberg-c-01470403_10b__2__th,"Jakob Dannefærds Vej 10B, 2. th. 1973 Frederiksberg C",Jakob Dannefærds Vej 10,46.0,55.6836145,12.5536589,frederiksberg
2015-04-24,1728000,"Solgt, Familiehandel",1960,https://www.boligsiden.dk/adresse/bernhard-bangs-alle-2-3-59-2000-frederiksberg-01470067___2__3__59,"Bernhard Bangs Alle 2, 3. 59. 2000 Frederiksberg",Bernhard Bangs Alle 2,90.0,55.6845106,12.512287,frederiksberg
2016-06-23,4060000,"Solgt, Familiehandel",1975,https://www.boligsiden.dk/adresse/pile-alle-5h-1-th-2000-frederiksberg-01470631__5h__1__th,"Pile Alle 5H, 1. th. 2000 Frederiksberg",Pile Alle 5,93.0,55.6735524,12.5321463,frederiksberg
2018-10-17,2070000,"Solgt, Familiehandel",1943,https://www.boligsiden.dk/adresse/godthaabsvej-35-3-mf-2000-frederiksberg-01470316__35__3__mf,"Godthåbsvej 35, 3. mf. 2000 Frederiksberg",Godthåbsvej 35,81.0,55.68652179999999,12.5327532,frederiksberg
