Date,Price,Status,Build Year,URL,Adresse,Kort adresse,Kvdm,Latitude,Longitude,Kommune,Type,Nearest_Metro_Distance,Nearest_Tog_Distance
2022-05-11,6800000,"Solgt, Fri handel",1918,https://www.boligsiden.dk/adresse/hoejdevangs-alle-24-0-2300-koebenhavn-s-01013192__24_st____,"Højdevangs Allé 24, st. 2300 København S",Højdevangs Allé 24,115.0,,,København,Ejerlejlighed,inf,inf
2022-05-11,6800000,"Solgt, Fri handel",1918,https://www.boligsiden.dk/adresse/hoejdevangs-alle-24-0-2300-koebenhavn-s-01013192__24_st____,"Højdevangs Allé 24, st. 2300 København S",Højdevangs Allé 24,115.0,,,København,Ejerlejlighed,inf,inf
2018-03-16,2195000,"Solgt, Fri handel",1939,https://www.boligsiden.dk/adresse/sjaeloer-boulevard-45-2-tv-2450-koebenhavn-sv-01016412__45__2__tv,"Sjælør Boulevard 45, 2. tv. 2450 København SV",Sjælør Boulevard 45,65.0,,,København,Ejerlejlighed,inf,inf
2016-11-03,1833000,"Solgt, Fri handel",1939,https://www.boligsiden.dk/adresse/sjaeloer-boulevard-45-2-tv-2450-koebenhavn-sv-01016412__45__2__tv,"Sjælør Boulevard 45, 2. tv. 2450 København SV",Sjælør Boulevard 45,65.0,,,København,Ejerlejlighed,inf,inf
2015-12-19,1500000,"Solgt, Fri handel",1939,https://www.boligsiden.dk/adresse/sjaeloer-boulevard-45-2-tv-2450-koebenhavn-sv-01016412__45__2__tv,"Sjælør Boulevard 45, 2. tv. 2450 København SV",Sjælør Boulevard 45,65.0,,,København,Ejerlejlighed,inf,inf
2021-01-13,2102000,"Solgt, Fri handel",1936,https://www.boligsiden.dk/adresse/sjaeloer-boulevard-30-2-tv-2450-koebenhavn-sv-01016412__30__2__tv,"Sjælør Boulevard 30, 2. tv. 2450 København SV",Sjælør Boulevard 30,52.0,,,København,Ejerlejlighed,inf,inf
2022-04-12,2495000,"Solgt, Fri handel",1936,https://www.boligsiden.dk/adresse/sjaeloer-boulevard-20-0-tv-2450-koebenhavn-sv-01016412__20_st__tv,"Sjælør Boulevard 20, st. tv. 2450 København SV",Sjælør Boulevard 20,52.0,,,København,Ejerlejlighed,inf,inf
2019-06-13,1555000,"Solgt, Fri handel",1936,https://www.boligsiden.dk/adresse/sjaeloer-boulevard-20-0-tv-2450-koebenhavn-sv-01016412__20_st__tv,"Sjælør Boulevard 20, st. tv. 2450 København SV",Sjælør Boulevard 20,52.0,,,København,Ejerlejlighed,inf,inf
2017-05-31,9000000,"Solgt, Fri handel",2017,https://www.boligsiden.dk/adresse/amerika-plads-23-11-tv-2100-koebenhavn-oe-01010139__23_11__tv,"Amerika Plads 23, 11. tv. 2100 København Ø",Amerika Plads 23,160.0,,,København,Ejerlejlighed,inf,inf
2019-06-24,4345000,"Solgt, Fri handel",2017,https://www.boligsiden.dk/adresse/amerika-plads-23-5-mf-2100-koebenhavn-oe-01010139__23__5__mf,"Amerika Plads 23, 5. mf. 2100 København Ø",Amerika Plads 23,87.0,,,København,Ejerlejlighed,inf,inf
2017-05-31,3395000,"Solgt, Fri handel",2017,https://www.boligsiden.dk/adresse/amerika-plads-23-5-mf-2100-koebenhavn-oe-01010139__23__5__mf,"Amerika Plads 23, 5. mf. 2100 København Ø",Amerika Plads 23,87.0,,,København,Ejerlejlighed,inf,inf
2021-02-22,10725000,"Solgt, Fri handel",2017,https://www.boligsiden.dk/adresse/amerika-plads-23-12-th-2100-koebenhavn-oe-01010139__23_12__th,"Amerika Plads 23, 12. th. 2100 København Ø",Amerika Plads 23,139.0,,,København,Ejerlejlighed,inf,inf
2018-09-27,9025000,"Solgt, Fri handel",2017,https://www.boligsiden.dk/adresse/amerika-plads-23-12-th-2100-koebenhavn-oe-01010139__23_12__th,"Amerika Plads 23, 12. th. 2100 København Ø",Amerika Plads 23,139.0,,,København,Ejerlejlighed,inf,inf
2021-10-04,3125000,"Solgt, Fri handel",1902,https://www.boligsiden.dk/adresse/soender-boulevard-43-2-th-1720-koebenhavn-v-01017288__43__2__th,"Sønder Boulevard 43, 2. th. 1720 København V",Sønder Boulevard 43,54.0,,,København,Ejerlejlighed,inf,inf
2017-05-03,2375000,"Solgt, Fri handel",1902,https://www.boligsiden.dk/adresse/soender-boulevard-43-2-th-1720-koebenhavn-v-01017288__43__2__th,"Sønder Boulevard 43, 2. th. 1720 København V",Sønder Boulevard 43,54.0,,,København,Ejerlejlighed,inf,inf
2021-11-30,10300000,"Solgt, Fri handel",2017,https://www.boligsiden.dk/adresse/amerika-plads-23-9-th-2100-koebenhavn-oe-01010139__23__9__th,"Amerika Plads 23, 9. th. 2100 København Ø",Amerika Plads 23,139.0,,,København,Ejerlejlighed,inf,inf
2017-06-21,6395000,"Solgt, Fri handel",2017,https://www.boligsiden.dk/adresse/amerika-plads-23-9-th-2100-koebenhavn-oe-01010139__23__9__th,"Amerika Plads 23, 9. th. 2100 København Ø",Amerika Plads 23,139.0,,,København,Ejerlejlighed,inf,inf
2021-06-17,2498000,"Solgt, Fri handel",1939,https://www.boligsiden.dk/adresse/jernbane-alle-24b-3-tv-2720-vanloese-01013400_24b__3__tv,"Jernbane Allé 24B, 3. tv. 2720 Vanløse",Jernbane Allé 24,62.0,,,København,Ejerlejlighed,inf,inf
2019-10-09,3170000,"Solgt, Fri handel",1902,https://www.boligsiden.dk/adresse/soender-boulevard-43-1-tv-1720-koebenhavn-v-01017288__43__1__tv,"Sønder Boulevard 43, 1. tv. 1720 København V",Sønder Boulevard 43,69.0,,,København,Ejerlejlighed,inf,inf
2018-11-15,1600000,"Solgt, Fri handel",1936,https://www.boligsiden.dk/adresse/sjaeloer-boulevard-20-0-th-2450-koebenhavn-sv-01016412__20_st__th,"Sjælør Boulevard 20, st. th. 2450 København SV",Sjælør Boulevard 20,46.0,,,København,Ejerlejlighed,inf,inf
2018-11-13,4650000,"Solgt, Fri handel",2017,https://www.boligsiden.dk/adresse/amerika-plads-23-9-mf-2100-koebenhavn-oe-01010139__23__9__mf,"Amerika Plads 23, 9. mf. 2100 København Ø",Amerika Plads 23,87.0,,,København,Ejerlejlighed,inf,inf
2017-05-31,3695000,"Solgt, Fri handel",2017,https://www.boligsiden.dk/adresse/amerika-plads-23-9-mf-2100-koebenhavn-oe-01010139__23__9__mf,"Amerika Plads 23, 9. mf. 2100 København Ø",Amerika Plads 23,87.0,,,København,Ejerlejlighed,inf,inf
2018-02-08,11000000,"Solgt, Fri handel",2017,https://www.boligsiden.dk/adresse/amerika-plads-23-12-tv-2100-koebenhavn-oe-01010139__23_12__tv,"Amerika Plads 23, 12. tv. 2100 København Ø",Amerika Plads 23,160.0,,,København,Ejerlejlighed,inf,inf
2019-11-07,6975000,"Solgt, Fri handel",2017,https://www.boligsiden.dk/adresse/amerika-plads-23-7-th-2100-koebenhavn-oe-01010139__23__7__th,"Amerika Plads 23, 7. th. 2100 København Ø",Amerika Plads 23,139.0,,,København,Ejerlejlighed,inf,inf
2017-06-08,5895000,"Solgt, Fri handel",2017,https://www.boligsiden.dk/adresse/amerika-plads-23-7-th-2100-koebenhavn-oe-01010139__23__7__th,"Amerika Plads 23, 7. th. 2100 København Ø",Amerika Plads 23,139.0,,,København,Ejerlejlighed,inf,inf
2020-10-21,2895000,"Solgt, Fri handel",1938,https://www.boligsiden.dk/adresse/kastanie-alle-24-2-th-2720-vanloese-01013588__24__2__th,"Kastanie Allé 24, 2. th. 2720 Vanløse",Kastanie Allé 24,73.0,,,København,Ejerlejlighed,inf,inf
2018-07-09,1680000,"Solgt, Fri handel",1936,https://www.boligsiden.dk/adresse/sjaeloer-boulevard-30-2-mf-2450-koebenhavn-sv-01016412__30__2__mf,"Sjælør Boulevard 30, 2. mf. 2450 København SV",Sjælør Boulevard 30,46.0,,,København,Ejerlejlighed,inf,inf
2021-09-08,6400000,"Solgt, Fri handel",1780,https://www.boligsiden.dk/adresse/nyhavn-12d-3-tv-1051-koebenhavn-k-01015112_12d__3__tv,"Nyhavn 12D, 3. tv. 1051 København K",Nyhavn 12,84.0,,,København,Ejerlejlighed,inf,inf
2015-11-11,4200000,"Solgt, Fri handel",1780,https://www.boligsiden.dk/adresse/nyhavn-12d-1-mf-1051-koebenhavn-k-01015112_12d__1__mf,"Nyhavn 12D, 1. mf. 1051 København K",Nyhavn 12,88.0,,,København,Ejerlejlighed,inf,inf
2022-06-28,6300000,"Solgt, Fri handel",1700,https://www.boligsiden.dk/adresse/nyhavn-23-2-1051-koebenhavn-k-01015112__23__2____,"Nyhavn 23, 2. 1051 København K",Nyhavn 23,95.0,,,København,Ejerlejlighed,inf,inf
2020-08-03,2130000,"Solgt, Fri handel",1939,https://www.boligsiden.dk/adresse/jernbane-alle-24a-0-th-2720-vanloese-01013400_24a_st__th,"Jernbane Allé 24A, st. th. 2720 Vanløse",Jernbane Allé 24,60.0,,,København,Ejerlejlighed,inf,inf
2016-03-11,1622500,"Solgt, Fri handel",1939,https://www.boligsiden.dk/adresse/jernbane-alle-24a-0-th-2720-vanloese-01013400_24a_st__th,"Jernbane Allé 24A, st. th. 2720 Vanløse",Jernbane Allé 24,60.0,,,København,Ejerlejlighed,inf,inf
2018-05-31,7250000,"Solgt, Fri handel",1906,https://www.boligsiden.dk/adresse/soender-boulevard-100-5-1720-koebenhavn-v-01017288_100__5____,"Sønder Boulevard 100, 5. 1720 København V",Sønder Boulevard 100,115.0,,,København,Ejerlejlighed,inf,inf
2022-02-08,5273000,"Solgt, Fri handel",2017,https://www.boligsiden.dk/adresse/amerika-plads-23-2-mf-2100-koebenhavn-oe-01010139__23__2__mf,"Amerika Plads 23, 2. mf. 2100 København Ø",Amerika Plads 23,87.0,,,København,Ejerlejlighed,inf,inf
2018-09-14,4050000,"Solgt, Fri handel",2017,https://www.boligsiden.dk/adresse/amerika-plads-23-2-mf-2100-koebenhavn-oe-01010139__23__2__mf,"Amerika Plads 23, 2. mf. 2100 København Ø",Amerika Plads 23,87.0,,,København,Ejerlejlighed,inf,inf
2017-06-17,3095000,"Solgt, Fri handel",2017,https://www.boligsiden.dk/adresse/amerika-plads-23-2-mf-2100-koebenhavn-oe-01010139__23__2__mf,"Amerika Plads 23, 2. mf. 2100 København Ø",Amerika Plads 23,87.0,,,København,Ejerlejlighed,inf,inf
2023-10-29,12125000,"Solgt, Fri handel",1755,https://www.boligsiden.dk/adresse/nyhavn-53d-3-1051-koebenhavn-k-01015112_53d__3____,"Nyhavn 53D, 3. 1051 København K",Nyhavn 53,166.0,,,København,Ejerlejlighed,inf,inf
2021-03-02,8650000,"Solgt, Fri handel",1780,https://www.boligsiden.dk/adresse/nyhavn-12d-2-tv-1051-koebenhavn-k-01015112_12d__2__tv,"Nyhavn 12D, 2. tv. 1051 København K",Nyhavn 12,125.0,,,København,Ejerlejlighed,inf,inf
2019-03-28,7400000,"Solgt, Fri handel",1780,https://www.boligsiden.dk/adresse/nyhavn-12d-2-tv-1051-koebenhavn-k-01015112_12d__2__tv,"Nyhavn 12D, 2. tv. 1051 København K",Nyhavn 12,125.0,,,København,Ejerlejlighed,inf,inf
2022-05-03,2671000,"Solgt, Fri handel",1939,https://www.boligsiden.dk/adresse/jernbane-alle-24a-2-th-2720-vanloese-01013400_24a__2__th,"Jernbane Allé 24A, 2. th. 2720 Vanløse",Jernbane Allé 24,60.0,,,København,Ejerlejlighed,inf,inf
2017-08-24,1995000,"Solgt, Fri handel",1939,https://www.boligsiden.dk/adresse/sjaeloer-boulevard-45-0-th-2450-koebenhavn-sv-01016412__45_st__th,"Sjælør Boulevard 45, st. th. 2450 København SV",Sjælør Boulevard 45,66.0,,,København,Ejerlejlighed,inf,inf
2015-08-06,1545000,"Solgt, Fri handel",1939,https://www.boligsiden.dk/adresse/sjaeloer-boulevard-45-0-th-2450-koebenhavn-sv-01016412__45_st__th,"Sjælør Boulevard 45, st. th. 2450 København SV",Sjælør Boulevard 45,66.0,,,København,Ejerlejlighed,inf,inf
2017-10-25,2303000,"Solgt, Fri handel",1933,https://www.boligsiden.dk/adresse/floras-alle-24-2-th-2720-vanloese-01011828__24__2__th,"Floras Allé 24, 2. th. 2720 Vanløse",Floras Allé 24,74.0,,,København,Ejerlejlighed,inf,inf
2021-06-16,14000000,"Solgt, Fri handel",1755,https://www.boligsiden.dk/adresse/nyhavn-53-3-1051-koebenhavn-k-01015112__53__3____,"Nyhavn 53, 3. 1051 København K",Nyhavn 53,274.0,,,København,Ejerlejlighed,inf,inf
2021-05-24,15200000,"Solgt, Fri handel",1755,https://www.boligsiden.dk/adresse/nyhavn-53-3-1051-koebenhavn-k-01015112__53__3____,"Nyhavn 53, 3. 1051 København K",Nyhavn 53,274.0,,,København,Ejerlejlighed,inf,inf
2019-06-16,5100000,"Solgt, Fri handel",2017,https://www.boligsiden.dk/adresse/amerika-plads-23-10-mf-2100-koebenhavn-oe-01010139__23_10__mf,"Amerika Plads 23, 10. mf. 2100 København Ø",Amerika Plads 23,87.0,,,København,Ejerlejlighed,inf,inf
2017-08-31,5000000,"Solgt, Fri handel",2017,https://www.boligsiden.dk/adresse/amerika-plads-23-10-mf-2100-koebenhavn-oe-01010139__23_10__mf,"Amerika Plads 23, 10. mf. 2100 København Ø",Amerika Plads 23,87.0,,,København,Ejerlejlighed,inf,inf
2017-06-08,3795000,"Solgt, Fri handel",2017,https://www.boligsiden.dk/adresse/amerika-plads-23-10-mf-2100-koebenhavn-oe-01010139__23_10__mf,"Amerika Plads 23, 10. mf. 2100 København Ø",Amerika Plads 23,87.0,,,København,Ejerlejlighed,inf,inf
2016-03-21,8500000,"Solgt, Fri handel",1780,https://www.boligsiden.dk/adresse/nyhavn-12c-0-1051-koebenhavn-k-01015112_12c_st____,"Nyhavn 12C, st. 1051 København K",Nyhavn 12,189.0,,,København,Ejerlejlighed,inf,inf
2018-08-09,2600000,"Solgt, Fri handel",1933,https://www.boligsiden.dk/adresse/floras-alle-24-0-th-2720-vanloese-01011828__24_st__th,"Floras Allé 24, st. th. 2720 Vanløse",Floras Allé 24,74.0,,,København,Ejerlejlighed,inf,inf
2017-05-31,6195000,"Solgt, Fri handel",2017,https://www.boligsiden.dk/adresse/amerika-plads-23-8-th-2100-koebenhavn-oe-01010139__23__8__th,"Amerika Plads 23, 8. th. 2100 København Ø",Amerika Plads 23,139.0,,,København,Ejerlejlighed,inf,inf
2021-02-24,2780000,"Solgt, Fri handel",1938,https://www.boligsiden.dk/adresse/kastanie-alle-24-2-tv-2720-vanloese-01013588__24__2__tv,"Kastanie Allé 24, 2. tv. 2720 Vanløse",Kastanie Allé 24,70.0,,,København,Ejerlejlighed,inf,inf
2016-08-30,2000000,"Solgt, Fri handel",1938,https://www.boligsiden.dk/adresse/kastanie-alle-24-2-tv-2720-vanloese-01013588__24__2__tv,"Kastanie Allé 24, 2. tv. 2720 Vanløse",Kastanie Allé 24,70.0,,,København,Ejerlejlighed,inf,inf
2018-03-20,7500000,"Solgt, Fri handel",1766,https://www.boligsiden.dk/adresse/nyhavn-51-3-1051-koebenhavn-k-01015112__51__3____,"Nyhavn 51, 3. 1051 København K",Nyhavn 51,151.0,,,København,Ejerlejlighed,inf,inf
2017-09-01,2039000,"Solgt, Fri handel",1939,https://www.boligsiden.dk/adresse/sjaeloer-boulevard-45-0-tv-2450-koebenhavn-sv-01016412__45_st__tv,"Sjælør Boulevard 45, st. tv. 2450 København SV",Sjælør Boulevard 45,65.0,,,København,Ejerlejlighed,inf,inf
2015-06-05,1480000,"Solgt, Fri handel",1939,https://www.boligsiden.dk/adresse/sjaeloer-boulevard-45-0-tv-2450-koebenhavn-sv-01016412__45_st__tv,"Sjælør Boulevard 45, st. tv. 2450 København SV",Sjælør Boulevard 45,65.0,,,København,Ejerlejlighed,inf,inf
2022-01-12,7400000,"Solgt, Fri handel",2017,https://www.boligsiden.dk/adresse/amerika-plads-23-11-mf-2100-koebenhavn-oe-01010139__23_11__mf,"Amerika Plads 23, 11. mf. 2100 København Ø",Amerika Plads 23,87.0,,,København,Ejerlejlighed,inf,inf
2017-05-31,4495000,"Solgt, Fri handel",2017,https://www.boligsiden.dk/adresse/amerika-plads-23-11-mf-2100-koebenhavn-oe-01010139__23_11__mf,"Amerika Plads 23, 11. mf. 2100 København Ø",Amerika Plads 23,87.0,,,København,Ejerlejlighed,inf,inf
2021-09-24,7100000,"Solgt, Fri handel",2017,https://www.boligsiden.dk/adresse/amerika-plads-23-4-th-2100-koebenhavn-oe-01010139__23__4__th,"Amerika Plads 23, 4. th. 2100 København Ø",Amerika Plads 23,135.0,,,København,Ejerlejlighed,inf,inf
2017-06-08,5295000,"Solgt, Fri handel",2017,https://www.boligsiden.dk/adresse/amerika-plads-23-4-th-2100-koebenhavn-oe-01010139__23__4__th,"Amerika Plads 23, 4. th. 2100 København Ø",Amerika Plads 23,135.0,,,København,Ejerlejlighed,inf,inf
2020-08-18,1985000,"Solgt, Fri handel",1936,https://www.boligsiden.dk/adresse/sjaeloer-boulevard-24-2-mf-2450-koebenhavn-sv-01016412__24__2__mf,"Sjælør Boulevard 24, 2. mf. 2450 København SV",Sjælør Boulevard 24,46.0,,,København,Ejerlejlighed,inf,inf
2017-08-28,1895000,"Solgt, Fri handel",1936,https://www.boligsiden.dk/adresse/sjaeloer-boulevard-24-2-mf-2450-koebenhavn-sv-01016412__24__2__mf,"Sjælør Boulevard 24, 2. mf. 2450 København SV",Sjælør Boulevard 24,46.0,,,København,Ejerlejlighed,inf,inf
2015-05-19,1198000,"Solgt, Fri handel",1936,https://www.boligsiden.dk/adresse/sjaeloer-boulevard-24-2-mf-2450-koebenhavn-sv-01016412__24__2__mf,"Sjælør Boulevard 24, 2. mf. 2450 København SV",Sjælør Boulevard 24,46.0,,,København,Ejerlejlighed,inf,inf
2017-06-21,6895000,"Solgt, Fri handel",2017,https://www.boligsiden.dk/adresse/amerika-plads-23-8-tv-2100-koebenhavn-oe-01010139__23__8__tv,"Amerika Plads 23, 8. tv. 2100 København Ø",Amerika Plads 23,160.0,,,København,Ejerlejlighed,inf,inf
2019-11-19,1850000,"Solgt, Fri handel",1936,https://www.boligsiden.dk/adresse/sjaeloer-boulevard-30-1-tv-2450-koebenhavn-sv-01016412__30__1__tv,"Sjælør Boulevard 30, 1. tv. 2450 København SV",Sjælør Boulevard 30,52.0,,,København,Ejerlejlighed,inf,inf
2015-06-28,1350000,"Solgt, Fri handel",1936,https://www.boligsiden.dk/adresse/sjaeloer-boulevard-30-1-tv-2450-koebenhavn-sv-01016412__30__1__tv,"Sjælør Boulevard 30, 1. tv. 2450 København SV",Sjælør Boulevard 30,52.0,,,København,Ejerlejlighed,inf,inf
2018-02-02,3455000,"Solgt, Fri handel",1902,https://www.boligsiden.dk/adresse/soender-boulevard-43-2-tv-1720-koebenhavn-v-01017288__43__2__tv,"Sønder Boulevard 43, 2. tv. 1720 København V",Sønder Boulevard 43,70.0,,,København,Ejerlejlighed,inf,inf
2021-10-14,2175000,"Solgt, Fri handel",1939,https://www.boligsiden.dk/adresse/jernbane-alle-24b-0-tv-2720-vanloese-01013400_24b_st__tv,"Jernbane Allé 24B, st. tv. 2720 Vanløse",Jernbane Allé 24,62.0,,,København,Ejerlejlighed,inf,inf
2019-06-19,1800000,"Solgt, Fri handel",1939,https://www.boligsiden.dk/adresse/jernbane-alle-24b-0-tv-2720-vanloese-01013400_24b_st__tv,"Jernbane Allé 24B, st. tv. 2720 Vanløse",Jernbane Allé 24,62.0,,,København,Ejerlejlighed,inf,inf
2022-04-06,3550000,"Solgt, Fri handel",1902,https://www.boligsiden.dk/adresse/soender-boulevard-43-4-tv-1720-koebenhavn-v-01017288__43__4__tv,"Sønder Boulevard 43, 4. tv. 1720 København V",Sønder Boulevard 43,70.0,,,København,Ejerlejlighed,inf,inf
2019-04-15,2120000,"Solgt, Fri handel",1939,https://www.boligsiden.dk/adresse/jernbane-alle-24b-1-tv-2720-vanloese-01013400_24b__1__tv,"Jernbane Allé 24B, 1. tv. 2720 Vanløse",Jernbane Allé 24,62.0,,,København,Ejerlejlighed,inf,inf
2017-10-09,392218,"Solgt, Fri handel",1939,https://www.boligsiden.dk/adresse/jernbane-alle-24b-1-tv-2720-vanloese-01013400_24b__1__tv,"Jernbane Allé 24B, 1. tv. 2720 Vanløse",Jernbane Allé 24,62.0,,,København,Ejerlejlighed,inf,inf
2021-11-30,9500000,"Solgt, Fri handel",1780,https://www.boligsiden.dk/adresse/nyhavn-12d-0-1051-koebenhavn-k-01015112_12d_st____,"Nyhavn 12D, st. 1051 København K",Nyhavn 12,125.0,,,København,Ejerlejlighed,inf,inf
2020-10-09,8995000,"Solgt, Fri handel",1780,https://www.boligsiden.dk/adresse/nyhavn-12d-0-1051-koebenhavn-k-01015112_12d_st____,"Nyhavn 12D, st. 1051 København K",Nyhavn 12,125.0,,,København,Ejerlejlighed,inf,inf
2019-01-11,5700000,"Solgt, Fri handel",2017,https://www.boligsiden.dk/adresse/amerika-plads-23-12-mf-2100-koebenhavn-oe-01010139__23_12__mf,"Amerika Plads 23, 12. mf. 2100 København Ø",Amerika Plads 23,87.0,,,København,Ejerlejlighed,inf,inf
2017-06-14,5495000,"Solgt, Fri handel",2017,https://www.boligsiden.dk/adresse/amerika-plads-23-12-mf-2100-koebenhavn-oe-01010139__23_12__mf,"Amerika Plads 23, 12. mf. 2100 København Ø",Amerika Plads 23,87.0,,,København,Ejerlejlighed,inf,inf
2015-10-29,1975000,"Solgt, Fri handel",1902,https://www.boligsiden.dk/adresse/soender-boulevard-43-1-th-1720-koebenhavn-v-01017288__43__1__th,"Sønder Boulevard 43, 1. th. 1720 København V",Sønder Boulevard 43,54.0,,,København,Ejerlejlighed,inf,inf
2021-10-22,3400000,"Solgt, Fri handel",1937,https://www.boligsiden.dk/adresse/rosenhaven-14-1-2500-valby-01015932__14__1____,"Rosenhaven 14, 1. 2500 Valby",Rosenhaven 14,95.0,,,København,Ejerlejlighed,inf,inf
2020-07-02,3910000,"Solgt, Fri handel",1937,https://www.boligsiden.dk/adresse/rosenhaven-14-1-2500-valby-01015932__14__1____,"Rosenhaven 14, 1. 2500 Valby",Rosenhaven 14,95.0,,,København,Ejerlejlighed,inf,inf
2020-11-30,2695000,"Solgt, Fri handel",1938,https://www.boligsiden.dk/adresse/kastanie-alle-24-0-tv-2720-vanloese-01013588__24_st__tv,"Kastanie Allé 24, st. tv. 2720 Vanløse",Kastanie Allé 24,70.0,,,København,Ejerlejlighed,inf,inf
2019-11-04,15975000,"Solgt, Fri handel",1755,https://www.boligsiden.dk/adresse/nyhavn-53-0-1051-koebenhavn-k-01015112__53_st____,"Nyhavn 53, st. 1051 København K",Nyhavn 53,268.0,,,København,Ejerlejlighed,inf,inf
2021-03-29,5795000,"Solgt, Fri handel",1902,https://www.boligsiden.dk/adresse/soender-boulevard-43-5-tv-1720-koebenhavn-v-01017288__43__5__tv,"Sønder Boulevard 43, 5. tv. 1720 København V",Sønder Boulevard 43,106.0,,,København,Ejerlejlighed,inf,inf
2016-12-06,4725000,"Solgt, Fri handel",1902,https://www.boligsiden.dk/adresse/soender-boulevard-43-5-tv-1720-koebenhavn-v-01017288__43__5__tv,"Sønder Boulevard 43, 5. tv. 1720 København V",Sønder Boulevard 43,106.0,,,København,Ejerlejlighed,inf,inf
2020-03-20,1580000,"Solgt, Fri handel",1936,https://www.boligsiden.dk/adresse/sjaeloer-boulevard-30-0-mf-2450-koebenhavn-sv-01016412__30_st__mf,"Sjælør Boulevard 30, st. mf. 2450 København SV",Sjælør Boulevard 30,46.0,,,København,Ejerlejlighed,inf,inf
2020-06-15,6850000,"Solgt, Fri handel",2017,https://www.boligsiden.dk/adresse/amerika-plads-23-1-tv-2100-koebenhavn-oe-01010139__23__1__tv,"Amerika Plads 23, 1. tv. 2100 København Ø",Amerika Plads 23,154.0,,,København,Ejerlejlighed,inf,inf
2017-07-21,5900000,"Solgt, Fri handel",2017,https://www.boligsiden.dk/adresse/amerika-plads-23-1-tv-2100-koebenhavn-oe-01010139__23__1__tv,"Amerika Plads 23, 1. tv. 2100 København Ø",Amerika Plads 23,154.0,,,København,Ejerlejlighed,inf,inf
2017-07-12,5595000,"Solgt, Fri handel",2017,https://www.boligsiden.dk/adresse/amerika-plads-23-1-tv-2100-koebenhavn-oe-01010139__23__1__tv,"Amerika Plads 23, 1. tv. 2100 København Ø",Amerika Plads 23,154.0,,,København,Ejerlejlighed,inf,inf
2019-10-04,2750000,"Solgt, Fri handel",1938,https://www.boligsiden.dk/adresse/kastanie-alle-24-1-tv-2720-vanloese-01013588__24__1__tv,"Kastanie Allé 24, 1. tv. 2720 Vanløse",Kastanie Allé 24,70.0,,,København,Ejerlejlighed,inf,inf
2017-11-23,2570000,"Solgt, Fri handel",1938,https://www.boligsiden.dk/adresse/kastanie-alle-24-1-tv-2720-vanloese-01013588__24__1__tv,"Kastanie Allé 24, 1. tv. 2720 Vanløse",Kastanie Allé 24,70.0,,,København,Ejerlejlighed,inf,inf
2019-08-09,1910000,"Solgt, Fri handel",1936,https://www.boligsiden.dk/adresse/sjaeloer-boulevard-24-1-tv-2450-koebenhavn-sv-01016412__24__1__tv,"Sjælør Boulevard 24, 1. tv. 2450 København SV",Sjælør Boulevard 24,52.0,,,København,Ejerlejlighed,inf,inf
2015-10-20,1412500,"Solgt, Fri handel",1936,https://www.boligsiden.dk/adresse/sjaeloer-boulevard-24-1-tv-2450-koebenhavn-sv-01016412__24__1__tv,"Sjælør Boulevard 24, 1. tv. 2450 København SV",Sjælør Boulevard 24,52.0,,,København,Ejerlejlighed,inf,inf
2019-05-07,1925000,"Solgt, Fri handel",1939,https://www.boligsiden.dk/adresse/sjaeloer-boulevard-45-1-tv-2450-koebenhavn-sv-01016412__45__1__tv,"Sjælør Boulevard 45, 1. tv. 2450 København SV",Sjælør Boulevard 45,65.0,,,København,Ejerlejlighed,inf,inf
2015-09-15,1500000,"Solgt, Fri handel",1939,https://www.boligsiden.dk/adresse/sjaeloer-boulevard-45-1-tv-2450-koebenhavn-sv-01016412__45__1__tv,"Sjælør Boulevard 45, 1. tv. 2450 København SV",Sjælør Boulevard 45,65.0,,,København,Ejerlejlighed,inf,inf
2023-06-01,2445000,"Solgt, Fri handel",1936,https://www.boligsiden.dk/adresse/sjaeloer-boulevard-30-0-th-2450-koebenhavn-sv-01016412__30_st__th,"Sjælør Boulevard 30, st. th. 2450 København SV",Sjælør Boulevard 30,51.0,,,København,Ejerlejlighed,inf,inf
2020-09-10,8400000,"Solgt, Fri handel",1700,https://www.boligsiden.dk/adresse/nyhavn-23-4-1051-koebenhavn-k-01015112__23__4____,"Nyhavn 23, 4. 1051 København K",Nyhavn 23,166.0,,,København,Ejerlejlighed,inf,inf
2016-12-15,8050000,"Solgt, Fri handel",1700,https://www.boligsiden.dk/adresse/nyhavn-23-4-1051-koebenhavn-k-01015112__23__4____,"Nyhavn 23, 4. 1051 København K",Nyhavn 23,166.0,,,København,Ejerlejlighed,inf,inf
2020-01-19,2625000,"Solgt, Fri handel",1902,https://www.boligsiden.dk/adresse/soender-boulevard-43-5-th-1720-koebenhavn-v-01017288__43__5__th,"Sønder Boulevard 43, 5. th. 1720 København V",Sønder Boulevard 43,47.0,,,København,Ejerlejlighed,inf,inf
2016-09-18,2150000,"Solgt, Fri handel",1902,https://www.boligsiden.dk/adresse/soender-boulevard-43-5-th-1720-koebenhavn-v-01017288__43__5__th,"Sønder Boulevard 43, 5. th. 1720 København V",Sønder Boulevard 43,47.0,,,København,Ejerlejlighed,inf,inf
2016-03-13,2075000,"Solgt, Fri handel",1902,https://www.boligsiden.dk/adresse/soender-boulevard-43-5-th-1720-koebenhavn-v-01017288__43__5__th,"Sønder Boulevard 43, 5. th. 1720 København V",Sønder Boulevard 43,47.0,,,København,Ejerlejlighed,inf,inf
