Date,Price,Status,Build Year,URL,Adresse,Kort adresse,Kvdm,Latitude,Longitude,Kommune,Type,Nearest_Metro_Distance,Nearest_Tog_Distance
2018-09-07,3900000,"Solgt, Fri handel",1958,https://www.boligsiden.dk/adresse/stenlandsvej-34-2300-koebenhavn-s-01016880__34_______,Stenlandsvej 34 2300 København S,Stenlandsvej 34 2300,90.0,55.6418581,12.5928602,København,Villa,,
2020-09-22,5998000,"Solgt, Fri handel",1930,https://www.boligsiden.dk/adresse/danshoejvej-22-2500-valby-01011268__22_______,Danshøjvej 22 2500 Valby,Danshøjvej 22 2500,114.0,55.6612532,12.4923845,København,Villa,,
2017-10-03,2825000,"Solgt, Fri handel",1927,https://www.boligsiden.dk/adresse/skolevangen-34-2700-broenshoej-01016496__34_______,Skolevangen 34 2700 Brønshøj,Skolevangen 34 2700,130.0,55.7108833,12.5079129,København,Villa,,
2019-02-08,8575000,"Solgt, Fri handel",1920,https://www.boligsiden.dk/adresse/degnemose-alle-69-2700-broenshoej-01011280__69_______,Degnemose Allé 69 2700 Brønshøj,Degnemose Allé 69 2700,185.0,55.7001897,12.503869,København,Villa,,
2016-01-17,2800000,"Solgt, Fri handel",1960,https://www.boligsiden.dk/adresse/husumvej-105a-2700-broenshoej-01013096105a_______,Husumvej 105A 2700 Brønshøj,Husumvej 105A 2700,131.0,55.7075825,12.4775602,København,Villa,,
2021-06-04,5700000,"Solgt, Fri handel",1970,https://www.boligsiden.dk/adresse/kirsebaerhaven-69-2500-valby-01013696__69_______,Kirsebærhaven 69 2500 Valby,Kirsebærhaven 69 2500,153.0,55.6481028,12.4964682,København,Villa,,
2020-01-23,18975000,"Solgt, Fri handel",1924,https://www.boligsiden.dk/adresse/vestagervej-22-2900-hellerup-01018192__22_______,Vestagervej 22 2900 Hellerup,Vestagervej 22 2900,289.0,55.7230122,12.5729194,København,Villa,,
2015-03-18,13000000,"Solgt, Fri handel",1924,https://www.boligsiden.dk/adresse/vestagervej-22-2900-hellerup-01018192__22_______,Vestagervej 22 2900 Hellerup,Vestagervej 22 2900,289.0,55.7230122,12.5729194,København,Villa,,
2018-08-05,4995000,"Solgt, Fri handel",1934,https://www.boligsiden.dk/adresse/rostgaardsvej-33-2700-broenshoej-01015980__33_______,Rostgaardsvej 33 2700 Brønshøj,Rostgaardsvej 33 2700,131.0,55.70365169999999,12.4998012,København,Villa,,
2022-11-05,6750000,"Solgt, Fri handel",1952,https://www.boligsiden.dk/adresse/kongshaven-74-2500-valby-01013872__74_______,Kongshaven 74 2500 Valby,Kongshaven 74 2500,96.0,55.6542443,12.490798,København,Villa,,
2020-11-16,5300000,"Solgt, Fri handel",1952,https://www.boligsiden.dk/adresse/kongshaven-74-2500-valby-01013872__74_______,Kongshaven 74 2500 Valby,Kongshaven 74 2500,96.0,55.6542443,12.490798,København,Villa,,
2016-01-25,3150000,"Solgt, Fri handel",1952,https://www.boligsiden.dk/adresse/kongshaven-74-2500-valby-01013872__74_______,Kongshaven 74 2500 Valby,Kongshaven 74 2500,96.0,55.6542443,12.490798,København,Villa,,
2020-07-27,3895000,"Solgt, Fri handel",2021,https://www.boligsiden.dk/adresse/digevej-101-2300-koebenhavn-s-01011300_101_______,Digevej 101 2300 København S,Digevej 101 2300,229.0,55.6440578,12.5874125,København,Villa,,
2018-01-21,6800000,"Solgt, Fri handel",1911,https://www.boligsiden.dk/adresse/haabets-alle-48-2700-broenshoej-01013252__48_______,Håbets Allé 48 2700 Brønshøj,Håbets Allé 48 2700,193.0,55.7008847,12.5026888,København,Villa,,
2017-11-14,11175000,"Solgt, Fri handel",1908,https://www.boligsiden.dk/adresse/norgesmindevej-27-2900-hellerup-01015068__27_______,Norgesmindevej 27 2900 Hellerup,Norgesmindevej 27 2900,214.0,55.725395,12.571349,København,Villa,,
2020-04-20,3000000,"Solgt, Fri handel",2021,https://www.boligsiden.dk/adresse/dybekaer-20-2700-broenshoej-01011380__20_______,Dybekær 20 2700 Brønshøj,Dybekær 20 2700,170.0,55.70926650000001,12.4546653,København,Villa,,
2019-09-12,4400000,"Solgt, Fri handel",1910,https://www.boligsiden.dk/adresse/ahrenkildes-alle-19-2300-koebenhavn-s-01010072__19_______,Ahrenkildes Allé 19 2300 København S,Ahrenkildes Allé 19 2300,164.0,55.6498595,12.6206213,København,Villa,,
2018-06-09,5200000,"Solgt, Fri handel",1913,https://www.boligsiden.dk/adresse/carl-langes-vej-2-2500-valby-01011072___2_______,Carl Langes Vej 2 2500 Valby,Carl Langes Vej 2 2500,155.0,55.6636345,12.5074062,København,Villa,,
2017-05-17,21100000,"Solgt, Fri handel",1919,https://www.boligsiden.dk/adresse/strandagervej-18-2900-hellerup-01016984__18_______,Strandagervej 18 2900 Hellerup,Strandagervej 18 2900,346.0,55.7245438,12.5737293,København,Villa,,
2022-04-25,10495000,"Solgt, Fri handel",1931,https://www.boligsiden.dk/adresse/theisvej-8-2300-koebenhavn-s-01017376___8_______,Theisvej 8 2300 København S,Theisvej 8 2300,168.0,55.6401777,12.6208337,København,Villa,,
2015-07-08,5225000,"Solgt, Fri handel",1931,https://www.boligsiden.dk/adresse/theisvej-8-2300-koebenhavn-s-01017376___8_______,Theisvej 8 2300 København S,Theisvej 8 2300,168.0,55.6401777,12.6208337,København,Villa,,
2020-02-14,8005000,"Solgt, Fri handel",1932,https://www.boligsiden.dk/adresse/siamvej-25-2300-koebenhavn-s-01016348__25_______,Siamvej 25 2300 København S,Siamvej 25 2300,133.0,55.6510128,12.6306374,København,Villa,,
2017-10-22,5060000,"Solgt, Fri handel",1938,https://www.boligsiden.dk/adresse/randboelvej-20-2720-vanloese-01015712__20_______,Randbølvej 20 2720 Vanløse,Randbølvej 20 2720,84.0,55.6895489,12.5001807,København,Villa,,
2017-03-13,4300000,"Solgt, Fri handel",1934,https://www.boligsiden.dk/adresse/edelsmindevej-10-2700-broenshoej-01011428__10_______,Edelsmindevej 10 2700 Brønshøj,Edelsmindevej 10 2700,100.0,55.7015831,12.488756,København,Villa,,
2020-11-25,7700000,"Solgt, Fri handel",2019,https://www.boligsiden.dk/adresse/noeddehaven-50-2500-valby-01015168__50_______,Nøddehaven 50 2500 Valby,Nøddehaven 50 2500,183.0,55.6530443,12.4938339,København,Villa,,
2018-07-27,3000000,"Solgt, Fri handel",2019,https://www.boligsiden.dk/adresse/noeddehaven-50-2500-valby-01015168__50_______,Nøddehaven 50 2500 Valby,Nøddehaven 50 2500,183.0,55.6530443,12.4938339,København,Villa,,
2017-09-18,2700000,"Solgt, Fri handel",2019,https://www.boligsiden.dk/adresse/noeddehaven-50-2500-valby-01015168__50_______,Nøddehaven 50 2500 Valby,Nøddehaven 50 2500,183.0,55.6530443,12.4938339,København,Villa,,
2017-04-29,5850000,"Solgt, Fri handel",1932,https://www.boligsiden.dk/adresse/alperosevej-1-2300-koebenhavn-s-01010092___1_______,Alperosevej 1 2300 København S,Alperosevej 1 2300,168.0,55.6465994,12.6117049,København,Villa,,
2017-02-13,6750000,"Solgt, Fri handel",1937,https://www.boligsiden.dk/adresse/holmestien-17-2720-vanloese-01012996__17_______,Holmestien 17 2720 Vanløse,Holmestien 17 2720,244.0,55.6861372,12.4849655,København,Villa,,
2019-01-31,5700000,"Solgt, Fri handel",2017,https://www.boligsiden.dk/adresse/oxford-alle-59-2300-koebenhavn-s-01015384__59_______,Oxford Allé 59 2300 København S,Oxford Allé 59 2300,205.0,55.6430083,12.6048488,København,Villa,,
2015-02-16,2090000,"Solgt, Fri handel",2017,https://www.boligsiden.dk/adresse/oxford-alle-59-2300-koebenhavn-s-01015384__59_______,Oxford Allé 59 2300 København S,Oxford Allé 59 2300,205.0,55.6430083,12.6048488,København,Villa,,
2017-12-05,3200000,"Solgt, Fri handel",1937,https://www.boligsiden.dk/adresse/kongelundsvej-158-2300-koebenhavn-s-01013844_158_______,Kongelundsvej 158 2300 København S,Kongelundsvej 158 2300,154.0,55.6303241,12.5872657,København,Villa,,
2017-11-19,4600000,"Solgt, Fri handel",1925,https://www.boligsiden.dk/adresse/tybjergvej-37-2720-vanloese-01017732__37_______,Tybjergvej 37 2720 Vanløse,Tybjergvej 37 2720,153.0,55.6935397,12.4734457,København,Villa,,
2017-07-02,3825000,"Solgt, Fri handel",1934,https://www.boligsiden.dk/adresse/kildeloebet-51-2700-broenshoej-01013652__51_______,Kildeløbet 51 2700 Brønshøj,Kildeløbet 51 2700,96.0,55.7049447,12.4568633,København,Villa,,
2015-06-18,3925000,"Solgt, Fri handel",1962,https://www.boligsiden.dk/adresse/harrestrup-alle-4-2500-valby-01012652___4_______,Harrestrup Allé 4 2500 Valby,Harrestrup Allé 4 2500,140.0,55.6466047,12.5037525,København,Villa,,
2017-10-10,4120000,"Solgt, Fri handel",1940,https://www.boligsiden.dk/adresse/rebildvej-9-2720-vanloese-01015760___9_______,Rebildvej 9 2720 Vanløse,Rebildvej 9 2720,100.0,55.6918111,12.506059,København,Villa,,
2020-07-30,4900000,"Solgt, Fri handel",1936,https://www.boligsiden.dk/adresse/marathonvej-12-2300-koebenhavn-s-01014624__12_______,Marathonvej 12 2300 København S,Marathonvej 12 2300,94.0,55.6500888,12.6192159,København,Villa,,
2016-04-27,5650000,"Solgt, Fri handel",1924,https://www.boligsiden.dk/adresse/hvedevej-41-2700-broenshoej-01013108__41_______,Hvedevej 41 2700 Brønshøj,Hvedevej 41 2700,263.0,55.7111349,12.4956113,København,Villa,,
2020-09-18,7295000,"Solgt, Fri handel",1904,https://www.boligsiden.dk/adresse/arnesvej-25-2700-broenshoej-01010224__25_______,Arnesvej 25 2700 Brønshøj,Arnesvej 25 2700,168.0,55.7033402,12.5053046,København,Villa,,
2015-02-16,2899000,"Solgt, Fri handel",1936,https://www.boligsiden.dk/adresse/hovmaalvej-57-2300-koebenhavn-s-01013064__57_______,Hovmålvej 57 2300 København S,Hovmålvej 57 2300,94.0,55.6341461,12.5856833,København,Villa,,
2021-03-29,3750000,"Solgt, Fri handel",1928,https://www.boligsiden.dk/adresse/hareskovvej-76-2700-broenshoej-01012644__76_______,Hareskovvej 76 2700 Brønshøj,Hareskovvej 76 2700,113.0,55.7109056,12.5071025,København,Villa,,
2022-06-02,9250000,"Solgt, Fri handel",1929,https://www.boligsiden.dk/adresse/wibrandtsvej-43-2300-koebenhavn-s-01018296__43_______,Wibrandtsvej 43 2300 København S,Wibrandtsvej 43 2300,157.0,55.6471013,12.6246152,København,Villa,,
2023-05-11,10000000,"Solgt, Fri handel",1927,https://www.boligsiden.dk/adresse/groendals-parkvej-60-2720-vanloese-01012328__60_______,Grøndals Parkvej 60 2720 Vanløse,Grøndals Parkvej 60 2720,159.0,55.6891893,12.5037699,København,Villa,,
2015-02-23,2800000,"Solgt, Fri handel",1927,https://www.boligsiden.dk/adresse/smoerumvej-50-2700-broenshoej-01016644__50_______,Smørumvej 50 2700 Brønshøj,Smørumvej 50 2700,118.0,55.70488719999999,12.4762718,København,Villa,,
2017-06-28,5950000,"Solgt, Fri handel",1929,https://www.boligsiden.dk/adresse/nebbegaardsbakken-11-2400-koebenhavn-nv-01014956__11_______,Nebbegårdsbakken 11 2400 København NV,Nebbegårdsbakken 11 2400,125.0,55.7125677,12.5082555,København,Villa,,
2023-03-22,4750000,"Solgt, Fri handel",1961,https://www.boligsiden.dk/adresse/borneovej-23a-2300-koebenhavn-s-01010744_23a_______,Borneovej 23A 2300 København S,Borneovej 23A 2300,103.0,55.6460117,12.6325093,København,Villa,,
2021-02-03,6200000,"Solgt, Fri handel",1937,https://www.boligsiden.dk/adresse/hoejstrupvej-39-2720-vanloese-01013220__39_______,Højstrupvej 39 2720 Vanløse,Højstrupvej 39 2720,110.0,55.6961998,12.4869956,København,Villa,,
2020-05-29,5840000,"Solgt, Fri handel",1930,https://www.boligsiden.dk/adresse/aadalsvej-32-2720-vanloese-01018640__32_______,Ådalsvej 32 2720 Vanløse,Ådalsvej 32 2720,110.0,55.69177579999999,12.4995333,København,Villa,,
2016-03-29,4950000,"Solgt, Fri handel",1932,https://www.boligsiden.dk/adresse/eriksholmvej-13-2720-vanloese-01011644__13_______,Eriksholmvej 13 2720 Vanløse,Eriksholmvej 13 2720,131.0,55.693421,12.4767382,København,Villa,,
2017-01-04,6050000,"Solgt, Fri handel",1930,https://www.boligsiden.dk/adresse/lindebugten-46-2500-valby-01014324__46_______,Lindebugten 46 2500 Valby,Lindebugten 46 2500,159.0,55.670483,12.4854627,København,Villa,,
2015-06-16,2850000,"Solgt, Fri handel",1935,https://www.boligsiden.dk/adresse/merloesevej-61-2700-broenshoej-01014724__61_______,Merløsevej 61 2700 Brønshøj,Merløsevej 61 2700,90.0,55.70247,12.4693479,København,Villa,,
2015-02-19,3200000,"Solgt, Fri handel",1979,https://www.boligsiden.dk/adresse/aagerupvej-42-2700-broenshoej-01018652__42_______,Ågerupvej 42 2700 Brønshøj,Ågerupvej 42 2700,142.0,55.7110299,12.4713711,København,Villa,,
2016-04-04,4350000,"Solgt, Fri handel",1935,https://www.boligsiden.dk/adresse/clausholmvej-12-2720-vanloese-01011172__12_______,Clausholmvej 12 2720 Vanløse,Clausholmvej 12 2720,171.0,55.6897844,12.4940532,København,Villa,,
2016-03-31,4845000,"Solgt, Fri handel",1969,https://www.boligsiden.dk/adresse/aalstrupvej-5-2500-valby-01018684___5_______,Ålstrupvej 5 2500 Valby,Ålstrupvej 5 2500,103.0,55.6753486,12.4921147,København,Villa,,
2020-04-29,7350000,"Solgt, Fri handel",1939,https://www.boligsiden.dk/adresse/lindebugten-55-2500-valby-01014324__55_______,Lindebugten 55 2500 Valby,Lindebugten 55 2500,166.0,55.6702658,12.4820126,København,Villa,,
2015-07-17,6150000,"Solgt, Fri handel",1939,https://www.boligsiden.dk/adresse/lindebugten-55-2500-valby-01014324__55_______,Lindebugten 55 2500 Valby,Lindebugten 55 2500,166.0,55.6702658,12.4820126,København,Villa,,
2021-01-27,7000000,"Solgt, Fri handel",1936,https://www.boligsiden.dk/adresse/vogtervej-10-2300-koebenhavn-s-01018420__10_______,Vogtervej 10 2300 København S,Vogtervej 10 2300,102.0,55.6510487,12.5909609,København,Villa,,
2021-06-29,10700000,"Solgt, Fri handel",2015,https://www.boligsiden.dk/adresse/bangsbo-plads-53-2720-vanloese-01010376__53_______,Bangsbo Plads 53 2720 Vanløse,Bangsbo Plads 53 2720,184.0,55.69116649999999,12.4934706,København,Villa,,
2019-10-22,4712500,"Solgt, Fri handel",2003,https://www.boligsiden.dk/adresse/bjernedevej-7-2700-broenshoej-01010576___7_______,Bjernedevej 7 2700 Brønshøj,Bjernedevej 7 2700,194.0,55.6995732,12.4807792,København,Villa,,
2020-08-13,6195000,"Solgt, Fri handel",1911,https://www.boligsiden.dk/adresse/samosvej-6-2300-koebenhavn-s-01016196___6_______,Samosvej 6 2300 København S,Samosvej 6 2300,152.0,55.651944,12.6212907,København,Villa,,
2015-09-25,4800000,"Solgt, Fri handel",1935,https://www.boligsiden.dk/adresse/thorsmindevej-15-2720-vanloese-01017408__15_______,Thorsmindevej 15 2720 Vanløse,Thorsmindevej 15 2720,131.0,55.6924916,12.4707811,København,Villa,,
2023-06-07,9350000,"Solgt, Fri handel",1934,https://www.boligsiden.dk/adresse/nystedvej-5-2500-valby-01015132___5_______,Nystedvej 5 2500 Valby,Nystedvej 5 2500,149.0,55.6687209,12.4922938,København,Villa,,
2019-02-03,4690000,"Solgt, Fri handel",1934,https://www.boligsiden.dk/adresse/nystedvej-5-2500-valby-01015132___5_______,Nystedvej 5 2500 Valby,Nystedvej 5 2500,149.0,55.6687209,12.4922938,København,Villa,,
2023-03-07,10900000,"Solgt, Fri handel",1974,https://www.boligsiden.dk/adresse/ved-damhussoeen-4-2720-vanloese-01018044___4_______,Ved Damhussøen 4 2720 Vanløse,Ved Damhussøen 4 2720,310.0,55.67740389999999,12.4798924,København,Villa,,
2016-06-20,8300000,"Solgt, Fri handel",1974,https://www.boligsiden.dk/adresse/ved-damhussoeen-4-2720-vanloese-01018044___4_______,Ved Damhussøen 4 2720 Vanløse,Ved Damhussøen 4 2720,310.0,55.67740389999999,12.4798924,København,Villa,,
2018-01-16,7500000,"Solgt, Fri handel",1905,https://www.boligsiden.dk/adresse/aetnavej-5-2300-koebenhavn-s-01018536___5_______,Ætnavej 5 2300 København S,Ætnavej 5 2300,161.0,55.6582085,12.6178595,København,Villa,,
2017-10-26,7900000,"Solgt, Fri handel",1905,https://www.boligsiden.dk/adresse/aetnavej-5-2300-koebenhavn-s-01018536___5_______,Ætnavej 5 2300 København S,Ætnavej 5 2300,161.0,55.6582085,12.6178595,København,Villa,,
2020-10-25,6050000,"Solgt, Fri handel",1935,https://www.boligsiden.dk/adresse/stenloesevej-8-2700-broenshoej-01016888___8_______,Stenløsevej 8 2700 Brønshøj,Stenløsevej 8 2700,168.0,55.7003673,12.4700609,København,Villa,,
2015-02-01,3920000,"Solgt, Fri handel",1929,https://www.boligsiden.dk/adresse/soendervangs-alle-42-2500-valby-01017300__42_______,Søndervangs Allé 42 2500 Valby,Søndervangs Allé 42 2500,143.0,55.653945,12.4935913,København,Villa,,
2022-04-22,6375000,"Solgt, Fri handel",1932,https://www.boligsiden.dk/adresse/gislingevej-5-2700-broenshoej-01012208___5_______,Gislingevej 5 2700 Brønshøj,Gislingevej 5 2700,120.0,55.7074159,12.4692677,København,Villa,,
2018-08-05,3350000,"Solgt, Fri handel",1932,https://www.boligsiden.dk/adresse/gislingevej-5-2700-broenshoej-01012208___5_______,Gislingevej 5 2700 Brønshøj,Gislingevej 5 2700,120.0,55.7074159,12.4692677,København,Villa,,
2020-04-21,7300000,"Solgt, Fri handel",1937,https://www.boligsiden.dk/adresse/lindebugten-27-2500-valby-01014324__27_______,Lindebugten 27 2500 Valby,Lindebugten 27 2500,184.0,55.669635,12.4868577,København,Villa,,
2015-09-22,4450000,"Solgt, Fri handel",1931,https://www.boligsiden.dk/adresse/risbyholmvej-3-2700-broenshoej-01015884___3_______,Risbyholmvej 3 2700 Brønshøj,Risbyholmvej 3 2700,149.0,55.6953191,12.4914991,København,Villa,,
2019-07-12,4600000,"Solgt, Fri handel",1933,https://www.boligsiden.dk/adresse/moellebakken-10-2700-broenshoej-01014888__10_______,Møllebakken 10 2700 Brønshøj,Møllebakken 10 2700,173.0,55.70663529999999,12.4626886,København,Villa,,
2016-09-15,3875000,"Solgt, Fri handel",1933,https://www.boligsiden.dk/adresse/moellebakken-10-2700-broenshoej-01014888__10_______,Møllebakken 10 2700 Brønshøj,Møllebakken 10 2700,173.0,55.70663529999999,12.4626886,København,Villa,,
2020-12-17,9800000,"Solgt, Fri handel",1935,https://www.boligsiden.dk/adresse/pilesvinget-25-2700-broenshoej-01015528__25_______,Pilesvinget 25 2700 Brønshøj,Pilesvinget 25 2700,169.0,55.71169150000001,12.4949549,København,Villa,,
2018-05-14,5540000,"Solgt, Fri handel",1935,https://www.boligsiden.dk/adresse/pilesvinget-25-2700-broenshoej-01015528__25_______,Pilesvinget 25 2700 Brønshøj,Pilesvinget 25 2700,169.0,55.71169150000001,12.4949549,København,Villa,,
2015-10-08,4400000,"Solgt, Fri handel",1917,https://www.boligsiden.dk/adresse/praestegaards-alle-13-2700-broenshoej-01015632__13_______,Præstegårds Allé 13 2700 Brønshøj,Præstegårds Allé 13 2700,180.0,55.7055575,12.4958447,København,Villa,,
2017-12-20,6400000,"Solgt, Fri handel",2000,https://www.boligsiden.dk/adresse/skovstjernevej-2-2400-koebenhavn-nv-01016532___2_______,Skovstjernevej 2 2400 København NV,Skovstjernevej 2 2400,206.0,55.7212253,12.5342344,København,Villa,,
2016-10-31,5995000,"Solgt, Fri handel",1934,https://www.boligsiden.dk/adresse/birkholmvej-32-2720-vanloese-01010512__32_______,Birkholmvej 32 2720 Vanløse,Birkholmvej 32 2720,173.0,55.6949644,12.4740745,København,Villa,,
2022-08-29,8900000,"Solgt, Fri handel",1935,https://www.boligsiden.dk/adresse/vestervang-44-2500-valby-01018244__44_______,Vestervang 44 2500 Valby,Vestervang 44 2500,118.0,55.6674394,12.4834069,København,Villa,,
2017-01-28,5000000,"Solgt, Fri handel",1935,https://www.boligsiden.dk/adresse/vestervang-44-2500-valby-01018244__44_______,Vestervang 44 2500 Valby,Vestervang 44 2500,118.0,55.6674394,12.4834069,København,Villa,,
2019-03-29,4998000,"Solgt, Fri handel",1934,https://www.boligsiden.dk/adresse/hoejlandsvangen-79-2700-broenshoej-01013204__79_______,Højlandsvangen 79 2700 Brønshøj,Højlandsvangen 79 2700,112.0,55.7071948,12.4996486,København,Villa,,
2022-08-01,9000000,"Solgt, Fri handel",1943,https://www.boligsiden.dk/adresse/eriksholmvej-11-2720-vanloese-01011644__11_______,Eriksholmvej 11 2720 Vanløse,Eriksholmvej 11 2720,178.0,55.6934372,12.4770086,København,Villa,,
2020-12-02,6600000,"Solgt, Fri handel",1927,https://www.boligsiden.dk/adresse/hoejstrupvej-111-2700-broenshoej-01013220_111_______,Højstrupvej 111 2700 Brønshøj,Højstrupvej 111 2700,170.0,55.7025612,12.4838468,København,Villa,,
2020-06-11,4150000,"Solgt, Fri handel",1926,https://www.boligsiden.dk/adresse/hvalsoevej-7-2700-broenshoej-01013104___7_______,Hvalsøvej 7 2700 Brønshøj,Hvalsøvej 7 2700,91.0,55.7052536,12.4910079,København,Villa,,
2021-03-31,7900000,"Solgt, Fri handel",1979,https://www.boligsiden.dk/adresse/rubikonvej-4-2300-koebenhavn-s-01015992___4_______,Rubikonvej 4 2300 København S,Rubikonvej 4 2300,140.0,55.65844509999999,12.6182294,København,Villa,,
2017-11-12,4275000,"Solgt, Fri handel",1965,https://www.boligsiden.dk/adresse/hovmaalvej-98-2300-koebenhavn-s-01013064__98_______,Hovmålvej 98 2300 København S,Hovmålvej 98 2300,127.0,55.6309261,12.5844874,København,Villa,,
2017-03-28,4735000,"Solgt, Fri handel",1940,https://www.boligsiden.dk/adresse/noekkerosevej-39-2400-koebenhavn-nv-01015176__39_______,Nøkkerosevej 39 2400 København NV,Nøkkerosevej 39 2400,109.0,55.72489599999999,12.535858,København,Villa,,
2017-03-02,5300000,"Solgt, Fri handel",1913,https://www.boligsiden.dk/adresse/svend-goenges-vej-6-2700-broenshoej-01017168___6_______,Svend Gønges Vej 6 2700 Brønshøj,Svend Gønges Vej 6 2700,109.0,55.70071249999999,12.5019004,København,Villa,,
2020-12-07,5685000,"Solgt, Fri handel",1934,https://www.boligsiden.dk/adresse/kirketoften-6-2700-broenshoej-01013688___6_______,Kirketoften 6 2700 Brønshøj,Kirketoften 6 2700,146.0,55.7068998,12.5008369,København,Villa,,
2022-04-21,5000000,"Solgt, Fri handel",1958,https://www.boligsiden.dk/adresse/gaunoevej-8-2700-broenshoej-01012140___8_______,Gaunøvej 8 2700 Brønshøj,Gaunøvej 8 2700,109.0,55.6991682,12.5000971,København,Villa,,
2019-12-11,1150000,"Solgt, Fri handel",1953,https://www.boligsiden.dk/adresse/spontinisvej-10-2450-koebenhavn-sv-01016776__10_______,Spontinisvej 10 2450 København SV,Spontinisvej 10 2450,90.0,55.6490587,12.5208148,København,Villa,,
2018-06-25,3350000,"Solgt, Fri handel",1953,https://www.boligsiden.dk/adresse/spontinisvej-10-2450-koebenhavn-sv-01016776__10_______,Spontinisvej 10 2450 København SV,Spontinisvej 10 2450,90.0,55.6490587,12.5208148,København,Villa,,
2015-04-13,3600000,"Solgt, Fri handel",1971,https://www.boligsiden.dk/adresse/digevej-121-2300-koebenhavn-s-01011300_121_______,Digevej 121 2300 København S,Digevej 121 2300,207.0,55.6422752,12.5867552,København,Villa,,
2021-01-11,6700000,"Solgt, Fri handel",1922,https://www.boligsiden.dk/adresse/bellisvej-3-2720-vanloese-01010448___3_______,Bellisvej 3 2720 Vanløse,Bellisvej 3 2720,114.0,55.6956763,12.50755,København,Villa,,
2021-01-19,5495000,"Solgt, Fri handel",1934,https://www.boligsiden.dk/adresse/danshoejvej-10-2500-valby-01011268__10_______,Danshøjvej 10 2500 Valby,Danshøjvej 10 2500,118.0,55.6608102,12.4937888,København,Villa,,
2020-02-08,4600000,"Solgt, Fri handel",1925,https://www.boligsiden.dk/adresse/raadvadsvej-30-2400-koebenhavn-nv-01016164__30_______,Rådvadsvej 30 2400 København NV,Rådvadsvej 30 2400,127.0,55.713029,12.517877,København,Villa,,
2016-06-10,5500000,"Solgt, Fri handel",1937,https://www.boligsiden.dk/adresse/graabynkevej-7-2700-broenshoej-01012388___7_______,Gråbynkevej 7 2700 Brønshøj,Gråbynkevej 7 2700,117.0,55.7088984,12.4891502,København,Villa,,
2016-01-15,3300000,"Solgt, Fri handel",1937,https://www.boligsiden.dk/adresse/graabynkevej-7-2700-broenshoej-01012388___7_______,Gråbynkevej 7 2700 Brønshøj,Gråbynkevej 7 2700,117.0,55.7088984,12.4891502,København,Villa,,
2023-06-02,9050000,"Solgt, Fri handel",1957,https://www.boligsiden.dk/adresse/ove-billes-vej-4-2300-koebenhavn-s-01015352___4_______,Ove Billes Vej 4 2300 København S,Ove Billes Vej 4 2300,134.0,55.65489230000001,12.6065384,København,Villa,,
2019-08-01,5750000,"Solgt, Fri handel",1938,https://www.boligsiden.dk/adresse/havdrupvej-104-2720-vanloese-01012684_104_______,Havdrupvej 104 2720 Vanløse,Havdrupvej 104 2720,170.0,55.69525609999999,12.4888655,København,Villa,,
2020-10-07,8875000,"Solgt, Fri handel",1939,https://www.boligsiden.dk/adresse/aaloekkevej-1-2720-vanloese-01018688___1_______,Åløkkevej 1 2720 Vanløse,Åløkkevej 1 2720,137.0,55.6894648,12.506972,København,Villa,,
2021-04-12,7390000,"Solgt, Fri handel",1934,https://www.boligsiden.dk/adresse/krogagervej-5-2720-vanloese-01013968___5_______,Krogagervej 5 2720 Vanløse,Krogagervej 5 2720,105.0,55.6818632,12.478934,København,Villa,,
2016-11-08,3450000,"Solgt, Fri handel",1935,https://www.boligsiden.dk/adresse/dyssevaenget-25b-2700-broenshoej-01011400_25b_______,Dyssevænget 25B 2700 Brønshøj,Dyssevænget 25B 2700,109.0,55.7034958,12.4661624,København,Villa,,
2020-06-09,5850000,"Solgt, Fri handel",1935,https://www.boligsiden.dk/adresse/dublinvej-13-2300-koebenhavn-s-01011368__13_______,Dublinvej 13 2300 København S,Dublinvej 13 2300,154.0,55.6406493,12.6036438,København,Villa,,
2017-01-30,6750000,"Solgt, Fri handel",1928,https://www.boligsiden.dk/adresse/flinterupvej-1-2720-vanloese-01011824___1_______,Flinterupvej 1 2720 Vanløse,Flinterupvej 1 2720,172.0,55.6941187,12.4759538,København,Villa,,
2021-10-17,4200000,"Solgt, Fri handel",1951,https://www.boligsiden.dk/adresse/oesterlaagen-10-2700-broenshoej-01018604__10_______,Østerlågen 10 2700 Brønshøj,Østerlågen 10 2700,91.0,55.70659209999999,12.463671,København,Villa,,
2016-08-23,7695000,"Solgt, Fri handel",1938,https://www.boligsiden.dk/adresse/ridder-stigs-vej-16-2300-koebenhavn-s-01015836__16_______,Ridder Stigs Vej 16 2300 København S,Ridder Stigs Vej 16 2300,148.0,55.6556896,12.636442,København,Villa,,
2021-06-15,8627000,"Solgt, Fri handel",1934,https://www.boligsiden.dk/adresse/gaunoevej-5-2700-broenshoej-01012140___5_______,Gaunøvej 5 2700 Brønshøj,Gaunøvej 5 2700,156.0,55.6986025,12.5000249,København,Villa,,
2016-11-09,4695000,"Solgt, Fri handel",1934,https://www.boligsiden.dk/adresse/gaunoevej-5-2700-broenshoej-01012140___5_______,Gaunøvej 5 2700 Brønshøj,Gaunøvej 5 2700,156.0,55.6986025,12.5000249,København,Villa,,
